RECORD NO.(Order)	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Voucher Number	Sub From	Sub To	Copies	Note
o1250687	11/11/2008	38726.48	gbp14247.63	GBP00000680	7/11/2008	101001			1	2008 Access fee
o1250687	5/12/2007	1768.19	gbp648.59	GBP00000435	1/11/2007	95816			1	2007
o1250687	8/02/2007	38353.1	gbp13101.42	0042656	7/01/2007	91163			1	2007                 !3
o1250687	7/02/2007	-77943.96	gbp-26625.66	072633	24/01/2007	91111			1	refund cheque-inv.500
o1250687	10/10/2006	76708.53	gbp26625.66	5003345	24/09/2006	89288			1	2007                 !2
o1250687	15/03/2006	-50.21	gbp-18.14	S6.707-903	8/03/2006	85634			1	Incorrect charge inv.601
o1250687	15/02/2006	-1549.42	gbp-595.45	S6.668-530	8/02/2006	84995			1	Incorrect charge inv.50
o1250687	17/10/2005	33803.86	gbp13119.56	6015866	21/09/2005	82638			1	2006                 !2
o1250687	2/11/2004	34904.23	gbp12851.81	5073695	13/10/2004	75675			1	2005                 !2
o1250687	27/09/2004	32885.4	usd21712.27	4891331	22/09/2004	75036			1	2004                 !2
o1251447	11/01/2021	488334.68	eur282160.21	2935913251	10/12/2020	140831	1/01/2021	31/12/2021	1	2021
o1251447	23/01/2020	1137.75	eur665	2935250043	24/12/2019	139095	1/01/2020	31/12/2020	1	2020 Clays & clays minerals
o1251447	15/01/2020	480540.47	eur281495.21	2935101838	31/10/2019	138984	1/01/2020	31/12/2020	1	
o1251447	10/01/2019	468024.93	eur272107.52	2934551232	24/12/2018	136777	1/01/2019	31/12/2019	1	2019
o1251447	7/02/2018	7789.05	eur4814	2933931246	2/02/2018	134749	1/01/2018	31/12/2018	1	2018 Adis subscribed/non-subscribed
o1251447	24/11/2017	57298.95	eur35109.65	2933690758	19/10/2017	134138	1/01/2018	31/12/2018	1	2018 non-subscribed
o1251447	24/11/2017	324694.04	eur198954.68	2933690758	19/10/2017	134138	1/01/2018	31/12/2018	1	2018 subscribed
o1251447	7/02/2017	2858.04	gbp1594	218000EI	7/11/2016	132036	1/01/2017	31/12/2017	1	2017 Scientific American
o1251447	7/02/2017	677.75	gbp378	218001EI	7/11/2016	132035	1/01/2016	31/12/2016	1	2016 Scientific American
o1251447	4/01/2017	3692.17	eur2408.46	2933160398	24/12/2016	131776	1/01/2017	31/12/2017	1	2017 Adis non-subscribed
o1251447	4/01/2017	3386.4	eur2209	2933160398	24/12/2016	131776	1/01/2017	31/12/2017	1	2017 Adis subscribed
o1251447	22/12/2016	51628.86	eur33678.32	2933132504	17/12/2016	131774	1/01/2017	31/12/2017	1	2017 non-subscribed
o1251447	22/12/2016	292563.58	eur190843.82	2933132504	17/12/2016	131774	1/01/2017	31/12/2017	1	2017 subscribed
o1251447	8/03/2016	3559.92	eur2119	2932658154	25/02/2016	129571	1/01/2016	31/12/2016	1	2016 Adis titles
o1251447	7/12/2015	54272.97	eur32305.34	2932480280	4/12/2015	128897	1/01/2016	31/12/2016	1	2016 non-subscribed
o1251447	7/12/2015	307546.88	eur183063.62	2932480280	4/12/2015	128897	1/01/2016	31/12/2016	1	2016 subscribed
o1251447	24/07/2015	252	eur150	2932276710	9/07/2015	127792	1/01/2015	31/12/2015	1	2015 NZ J. of Educational Studies
o1251447	9/02/2015	810.16	eur494	2932049681	28/01/2015	126289	1/01/2015	31/12/2015	1	2015 Philosophy of Management
o1251447	6/01/2015	3399.72	eur2073	2931977670	17/12/2014	125938	1/01/2015	31/12/2015	1	2015 Adis titles
o1251447	11/11/2014	50662.32	eur30891.66	2931859123	10/11/2014	125588	1/01/2015	31/12/2015	1	2015 non-subscribed
o1251447	11/11/2014	287086.53	eur175052.76	2931859123	10/11/2014	125588	1/01/2015	31/12/2015	1	2015 subscribed
o1251447	27/11/2013	3351.69	eur2007	2931281451	22/11/2013	122174			1	2014 Adis titles
o1251447	30/09/2013	48480.7	eur29561.4	2931188704	24/09/2013	121653			1	2014 non-subscribed
o1251447	30/09/2013	274723.94	eur167514.6	2931188704	24/09/2013	121653			1	2014 subscribed
o1251447	5/08/2013	3288.64	eur1912	2931124038	1/08/2013	121178			1	2013 Adis titles
o1251447	21/11/2012	321751.96	eur188159.04	790049	16/11/2012	118661			1	2013
o1251447	23/09/2011	304475.54	eur180056.5	780440	7/09/2011	113891			1	2012
o1251447	2/05/2011	2519.85	eur1364	172983	18/11/2010	112104			1	Takeover Titles 2011
o1251447	11/11/2010	308271.16	eur170938.87	774211	8/10/2010	110229			1	2011
o1251447	1/12/2009	349827.63	eur163577.87	767529	30/11/2009	106462			1	2010
o1251447	2/12/2008	376492.21	eur156396.05	758554	21/11/2008	101280			1	2009
o1251447	5/12/2007	290062.54	eur148948.62	747907	16/11/2007	95807			1	2008
o1251447	7/12/2006	276418.72	eur139866.78	737399	24/11/2006	90260			1	2007
o1251447	16/11/2005	123351.81	eur71100.24	725507	31/10/2005	83271			1	2006
o1251447	1/06/2005	5172.25	aud4771.01	707909	2/12/2003	79799			1	10/03-12/03
o1251447	20/10/2004	125021.3	eur67714.51	713957	1/10/2004	75448			1	2005
o1251447	10/06/2004	4856.53	aud4305.82	167556	30/04/2004	72978			1	2004 add. titles
o1251447	1/03/2004	119478.48	aud104962.21	707908	2/12/2003	71297			1	2004
o1253163	18/01/2021	86.09		300010946	16/11/2020	140968	1/01/2021	31/12/2021	1	2021\
o1253163	15/01/2020	252.17		200010470	18/11/2019	138989	1/01/2020	31/12/2020	1	2020\
o1253163	29/01/2019	204.35		200007434	5/11/2018	137004	1/01/2019	31/12/2019	1	2019\
o1253163	20/12/2017	204.35		200004276	12/12/2017	134402	1/01/2018	31/12/2018	1	2018\
o1253163	7/02/2017	199.13		200001306	1/02/2017	132030	1/01/2017	31/12/2017	1	2017\
o1253163	18/12/2015	194.78		VS16128	18/12/2015	128992	1/01/2016	31/12/2016	1	2016\
o1253163	11/11/2014	194.78		VS16128	11/11/2014	125584	1/01/2015	31/12/2015	1	2015\
o1253163	20/11/2013	194.78		VS16128	5/11/2013	122127			1	2014\
o1253163	6/11/2012	194.78		VS16128	6/11/2012	118484			1	2013\
o1253163	26/10/2011	194.78		VS16128	17/10/2011	114253			1	2012\
o1253163	29/11/2010	194.78		Sub No: VS16128	2/11/2010	110479			1	2011\
o1253163	3/11/2009	186.67		HB311-1	23/10/2009	105980			1	2010\
o1253163	15/10/2008	186.67		HB1510-3	8/10/2008	100570			1	2009\
o1253163	10/12/2007	171.56		VS16128	3/12/2007	95864			1	2008 VISA\
o1253163	23/11/2006	167.11		 	23/01/2006	90037			1	2007\
o1253163	26/10/2005	162.67		 	26/01/2005	82811			1	v.19 2006\
o1253163	3/11/2004	158.23		 	3/01/2004	75711			1	v.18 2005\
o1253163	31/03/2004	153.78		   	31/01/2004	71865			1	v.17 2004\
o1255465	19/01/2021	-2357.87	usd-1665.4	USD00023623	20/11/2020	141010	1/01/2021	31/12/2021	1	2021 Covid fee relief credit
o1255465	19/01/2021	6795.84	usd4800	USD00023623	20/11/2020	141010	1/01/2021	31/12/2021	1	2021 Life Sciences
o1255465	19/01/2021	36074.58	usd25480	USD00023623	20/11/2020	141010	1/01/2021	31/12/2021	1	2021 A&S I-XI
o1255465	27/02/2020	40931.07	usd25480	USD00022150	15/11/2019	139328	1/01/2020	31/12/2020	1	A&S I-XI
o1255465	27/02/2020	7710.72	usd4800	USD00022150	15/11/2019	139328	1/01/2020	31/12/2020	1	Life sciences 2020
o1255465	4/09/2019	7729.44	usd4800	USD00021419	31/07/2019	138367	1/01/2019	31/12/2019	1	Life sciences 2019
o1255465	4/09/2019	41030.44	usd25480	USD00021419	31/07/2019	138367	1/01/2019	31/12/2019	1	A&S I-XI 2019
o1255465	11/04/2018	35417.2	usd25480	USD00019995	6/04/2018	135244	1/01/2018	31/12/2018	1	A&S I-XI 2018
o1255465	11/04/2018	6672	usd4800	USD00019995	6/04/2018	135244	1/01/2018	31/12/2018	1	Life sciences 2018
o1255465	11/01/2017	37353.68	usd25480	USD00018349	22/12/2016	131854	1/01/2017	31/12/2017	1	A&S 1-XI 2017
o1255465	11/01/2017	7036.8	usd4800	USD00018349	22/12/2016	131854	1/01/2017	31/12/2017	1	Life sciences 2017
o1255465	7/01/2016	38780.56	usd25480	USD00017312	23/12/2015	129053	1/01/2016	31/12/2016	1	A&S I-XI 2016
o1255465	7/01/2016	7305.6	usd4800	USD00017312	23/12/2015	129053	1/01/2016	31/12/2016	1	Life sciences 2016
o1255465	26/05/2015	34245.12	usd25480	USD00016250	20/05/2015	127298	1/01/2015	31/12/2015	1	A&S I-XI 2015
o1255465	26/05/2015	6451.2	usd4800	USD00016250	20/05/2015	127298	1/01/2015	31/12/2015	1	Life sciences 2015
o1255465	7/03/2014	5856	usd4800	USD00014764	28/02/2014	123043			1	Life sciences 2014
o1255465	7/03/2014	31085.6	usd25480	USD00014764	28/02/2014	123043			1	A&S I-XI 2014
o1255465	23/01/2013	5760	usd4800	USD00013386	21/01/2013	119136			1	Life sciences 2013
o1255465	23/01/2013	29544	usd24620	USD00013386	21/01/2013	119136			1	A&S I-XI 2013
o1255465	15/11/2012	2904.72	usd2184	USD00012647	12/11/2012	118601			1	A&S XI
o1255465	15/11/2012	3098.9	usd2330	USD00012647	12/11/2012	118601			1	A&S X
o1255465	15/11/2012	3872.96	usd2912	USD00012647	12/11/2012	118601			1	A&S IX
o1255465	15/11/2012	5325.32	usd4004	USD00012647	12/11/2012	118601			1	A&S VIII
o1255465	15/11/2012	5809.44	usd4368	USD00012647	12/11/2012	118601			1	A&S V
o1255465	27/03/2012	5990.4	usd4800	USD00012018	22/03/2012	116116			1	Life sciences 2012
o1255465	27/03/2012	1497.6	usd1200	USD00012018	22/03/2012	116116			1	A&S VII 2012
o1255465	27/03/2012	3494.4	usd2800	USD00012018	22/03/2012	116116			1	A&S VI 2012
o1255465	27/03/2012	3294.72	usd2640	USD00012018	22/03/2012	116116			1	A&S IV 2012
o1255465	27/03/2012	3494.4	usd2800	USD00012018	22/03/2012	116116			1	A&S III 2012
o1255465	27/03/2012	1996.8	usd1600	USD00012018	22/03/2012	116116			1	A&S II 2012
o1255465	27/03/2012	3993.6	usd3200	USD00012018	22/03/2012	116116			1	A&S I 2012
o1255465	14/01/2011	6760.32	usd4800	USD00010370	10/12/2010	110840			1	Life Sciences Collection 2011
o1255465	14/01/2011	1690.08	usd1200	USD00010370	10/12/2010	110840			1	A&S VII 2011
o1255465	14/01/2011	3943.52	usd2800	USD00010370	10/12/2010	110840			1	A&S VI 2011
o1255465	14/01/2011	3718.18	usd2640	USD00010370	10/12/2010	110840			1	A&S IV 2011
o1255465	14/01/2011	3943.52	usd2800	USD00010370	10/12/2010	110840			1	A&S III 2011
o1255465	14/01/2011	2253.44	usd1600	USD00010370	10/12/2010	110840			1	A&S II 2011
o1255465	14/01/2011	4506.88	usd3200	USD00010370	10/12/2010	110840			1	A&S I 2011
o1255465	14/01/2011	-6410.4	usd-4800	USD0001037	10/12/2010	110839			1	Incorrect exchange rate
o1255465	14/01/2011	-1602.6	usd-1200	USD0001037	10/12/2010	110839			1	Incorrect exchange rate
o1255465	14/01/2011	-3739.4	usd-2800	USD0001037	10/12/2010	110839			1	Incorrect exchange rate
o1255465	14/01/2011	-3525.72	usd-2640	USD0001037	10/12/2010	110839			1	Incorrect exchange rate
o1255465	14/01/2011	-3739.4	usd-2800	USD0001037	10/12/2010	110839			1	Incorrect exchange rate
o1255465	14/01/2011	-2136.8	usd-1600	USD0001037	10/12/2010	110839			1	Incorrect exchange rate
o1255465	14/01/2011	-4273.6	usd-3200	USD0001037	10/12/2010	110839			1	Incorrect exchange rate
o1255465	13/01/2011	6410.4	usd4800	USD00010370	10/12/2010	110827			1	Life Sciences Collection
o1255465	13/01/2011	1602.6	usd1200	USD00010370	10/12/2010	110827			1	A&S VII 2011
o1255465	13/01/2011	3739.4	usd2800	USD00010370	10/12/2010	110827			1	A&S VI 2011
o1255465	13/01/2011	3525.72	usd2640	USD00010370	10/12/2010	110827			1	A&S IV 2011
o1255465	13/01/2011	3739.4	usd2800	USD00010370	10/12/2010	110827			1	A&S III 2011
o1255465	13/01/2011	2136.8	usd1600	USD00010370	10/12/2010	110827			1	A&S II 2011
o1255465	13/01/2011	4273.6	usd3200	USD00010370	10/12/2010	110827			1	A&S I 2011
o1255465	22/12/2009	7530.87	usd4368	USD00008938	9/12/2009	106732			1	ACF A&S V1
o1255465	22/12/2009	8275.68	usd4800	USD00008938	9/12/2009	106732			1	Life. Sc. Coll.
o1255465	22/12/2009	2068.92	usd1200	USD00008938	9/12/2009	106732			1	A&S V11 2010
o1255465	22/12/2009	2896.49	usd1680	USD00008938	9/12/2009	106732			1	A&S V1 2010
o1255465	22/12/2009	4551.62	usd2640	USD00008938	9/12/2009	106732			1	A&S 1V 2010
o1255465	22/12/2009	4827.48	usd2800	USD00008938	9/12/2009	106732			1	A&S 111 2010
o1255465	22/12/2009	2758.56	usd1600	USD00008938	9/12/2009	106732			1	A&S 11 2010
o1255465	22/12/2009	5517.12	usd3200	USD00008938	9/12/2009	106732			1	A&S 1 2010
o1255465	2/12/2008	-4465.88	usd-3260	USD00007171	28/11/2008	101287			1	Life. Sc. AC
o1255465	2/12/2008	6575.52	usd4800	USD00007171	28/11/2008	101287			1	Life Sc. Coll
o1255465	2/12/2008	1643.88	usd1200	USD00007171	28/11/2008	101287			1	A&S Comp. 200
o1255465	2/12/2008	3616.54	usd2640	USD00007171	28/11/2008	101287			1	A&S 1V 2009
o1255465	2/12/2008	3835.72	usd2800	USD00007171	28/11/2008	101287			1	A&S 111 2009
o1255465	2/12/2008	2191.84	usd1600	USD00007171	28/11/2008	101287			1	A&S 11 2009
o1255465	2/12/2008	4383.68	usd3200	USD00007171	28/11/2008	101287			1	A&S 1 2009
o1255465	12/12/2007	3130.56	usd2400	USD00006014	5/12/2007	95915			1	H&GS 2008
o1255465	12/12/2007	1565.28	usd1200	USD00006014	5/12/2007	95915			1	A&S comp. 08
o1255465	12/12/2007	3756.67	usd2880	USD00006014	5/12/2007	95915			1	Bio. Sc.2008
o1255465	12/12/2007	3443.62	usd2640	USD00006014	5/12/2007	95915			1	A&S 1V 2008
o1255465	12/12/2007	3652.32	usd2800	USD00006014	5/12/2007	95915			1	A&S 111 2008
o1255465	12/12/2007	2087.04	usd1600	USD00006014	5/12/2007	95915			1	A&S 11 2008
o1255465	12/12/2007	4174.08	usd3200	USD00006014	5/12/2007	95915			1	A&S 1 2008
o1255465	14/12/2006	3190.54	usd2160	USD00004918	12/12/2006	90409			1	Bio. Sc. 2007
o1255465	14/12/2006	3545.04	usd2400	USD00004918	12/12/2006	90409			1	H&GS 2007
o1255465	14/12/2006	1418.02	usd960	USD00004918	12/12/2006	90409			1	A&S Comp. 2007
o1255465	14/12/2006	3899.54	usd2640	USD00004918	12/12/2006	90409			1	A&S 1V 2007
o1255465	14/12/2006	4135.88	usd2800	USD00004918	12/12/2006	90409			1	A&S 111 2007
o1255465	14/12/2006	2363.36	usd1600	USD00004918	12/12/2006	90409			1	A&S 11 2007
o1255465	14/12/2006	4726.72	usd3200	USD00004918	12/12/2006	90409			1	A&S 1 2007
o1255465	22/12/2005	2746.78	usd1872	USD00003668	9/12/2005	84082			1	Bio. Sc. coll. 2006
o1255465	22/12/2005	3521.52	usd2400	USD00003668	9/12/2005	84082			1	GS coll. 2006
o1255465	22/12/2005	1056.46	usd720	USD00003668	9/12/2005	84082			1	A&S complement 2006
o1255465	22/12/2005	3098.94	usd2112	USD00003668	9/12/2005	84082			1	A&S 4 2006
o1255465	22/12/2005	4108.44	usd2800	USD00003668	9/12/2005	84082			1	A&S 3 2006
o1255465	22/12/2005	2347.68	usd1600	USD00003668	9/12/2005	84082			1	A&S 2 2006
o1255465	22/12/2005	4695.36	usd3200	USD00003668	9/12/2005	84082			1	A&S 1 2006
o1255465	17/12/2004	3454.08	usd2400	USD00002633	16/12/2004	76748			1	2005 General Sc.
o1255465	17/12/2004	2302.72	usd1600	USD00002633	16/12/2004	76748			1	2005 Ecology & Botany
o1255465	17/12/2004	690.82	usd480	USD00002633	16/12/2004	76748			1	2005 A&S complement 40%
o1255465	17/12/2004	1899.74	usd1320	USD00002633	16/12/2004	76748			1	2005 Arts & Sc.1V 50% o
o1255465	17/12/2004	3022.32	usd2100	USD00002633	16/12/2004	76748			1	2005 Arts & Sc.111 75%
o1255465	17/12/2004	2302.72	usd1600	USD00002633	16/12/2004	76748			1	2005 Arts & Sc.11
o1255465	17/12/2004	4605.44	usd3200	USD00002633	16/12/2004	76748			1	2005 Arts & Sc. 1
o1255465	5/05/2004	13628.35	usd8424	8480	4/12/2004	72421			1	2004
o1257636	18/05/2021	104.35		NZJH2021    	18/05/2021	141634			1	2021 v.55\
o1257636	10/02/2020	104.35		NZJH2020	30/01/2020	139176	1/01/2020	31/12/2020	1	2020\
o1257636	29/01/2019	104.35		NZJH2019	16/11/2018	137008	1/01/2019	31/12/2019	1	2019\
o1257636	12/02/2018	104.35		NZJH2018	9/02/2018	134771	1/01/2018	31/12/2018	1	2018\
o1257636	19/06/2017	104.35		NZJH2017	16/06/2017	133030	1/01/2017	31/12/2017	1	2017\
o1257636	8/02/2017	43.48		NZJH2016	3/02/2017	132063	1/01/2016	31/12/2016	1	2016 v.50\
o1257636	16/12/2014	43.48		NZJH2015	16/12/2014	125856	1/01/2015	31/12/2015	1	2015 v.49 no.1&2\
o1257636	14/05/2014	43.48		NZJH2014	14/05/2014	123681	1/01/2014	31/12/2014	1	2014 v.48 no.1&2\
o1257636	27/11/2012	43.48		NZJH2013	27/11/2012	118689			1	2013 v.47 no.1&2\
o1257636	17/11/2011	43.48		FP171111	17/11/2011	114556			1	v.46 nos.1&2\
o1257636	11/01/2011	43.48		HP110111-2	11/01/2011	110756			1	v.45 no's 1 & 2\
o1257636	23/08/2010	44.44		HP23.08.10	23/08/2010	109388			1	v.44 2010\
o1257636	21/10/2009	44.44		Hb2110-3	20/10/2009	105803			1	v.44\
o1257636	4/11/2008	44.44		HB411-1	1/11/2008	100881			1	v.43\
o1257636	16/11/2005	35.56		 	16/01/2005	83241			1	v.40\
o1257636	15/12/2004	35.56		 	15/01/2004	76616			1	2005 v.39\
o1261384	12/10/2021	1749.66		INV-8006	2/06/2021	142366			1	7July21-6Oct21
o1261384	3/03/2021	1749.66		INV-7969	2/03/2021	141269			1	7Apr21-6Jul21\
o1261384	12/01/2021	1749.66		INV-7952	23/12/2020	140853	7/01/2021	6/04/2021	1	7Jan21-6Apr21\
o1261384	8/10/2020	1749.5		INV-7936	7/10/2020	140515	7/10/2020	6/01/2021	1	7Oct20-6Jan21\
o1261384	17/06/2020	1749.5		INV-7918	12/06/2020	139954	7/07/2020	6/10/2020	1	6Jul20-6Oct20\
o1261384	27/03/2020	1749.5		INV-7894	27/03/2020	139535	7/04/2020	6/07/2020	1	7Apr20-6Jul20\
o1261384	9/01/2020	1749.5		INV-7880	20/12/2019	138932	7/01/2020	6/04/2020	1	7Jan20-6Apr20\
o1261384	11/11/2019	1749.65		INV-7857	1/09/2019	138688	7/10/2019	6/01/2020	1	7Oct19-6Jan20\
o1261384	31/07/2019	1749.65		INV-7846	29/07/2019	138190	7/07/2019	6/10/2019	1	7Jul19-6Oct19\
o1261384	22/03/2019	1749.65		INV-7827	13/03/2019	137416	7/04/2019	6/07/2019	1	7Apr19-6Jul19\
o1261384	29/01/2019	1749.65		INV-7815	10/12/2018	137027	7/01/2019	6/04/2019	1	7Jan19-6Apr19\
o1261384	10/09/2018	1749.65		INv-7797	10/09/2018	136267	7/10/2018	6/01/2019	1	7Oct18-6Jan19\
o1261384	22/06/2018	1749.65		INV-7780	20/06/2018	135740	7/07/2018	6/10/2018	1	7Jul18-6Oct18\
o1261384	16/03/2018	1749.65		INV-7763	15/03/2018	135044	7/04/2018	6/07/2018	1	7Apr18-6Jul18\
o1261384	26/06/2017	1749.5		INV-7707	21/06/2017	133081	7/07/2017	6/10/2017	1	7Jul17-6Oct17\
o1261384	10/03/2017	1749.5		INV-7690	9/03/2017	132297	7/04/2017	6/07/2017	1	7Apr17-6Jul17\
o1261384	2/03/2017	1749.5		INV-7676	13/12/2016	132222	7/01/2017	6/04/2017	1	7Jan17-6Apr17\
o1261384	6/09/2016	1749.5		INV-7661	1/09/2016	131025	7/10/2016	6/01/2017	1	7Oct16-6Jan17\
o1261384	5/07/2016	1749.5		INV-7643	30/06/2016	130472	7/07/2016	6/10/2016	1	7Jul16-6Oct16\
o1261384	15/04/2016	1749.5		INV-7627	4/04/2016	129835	7/04/2016	6/07/2016	1	7Apr16-6Jul16\
o1261384	11/01/2016	1749.5		INV-7613	1/12/2015	129081	7/01/2016	6/04/2016	1	7Jan16-6Apr16\
o1261384	21/10/2015	1749.5		INV-7598	1/09/2015	128518	7/10/2015	6/01/2016	1	7Oct15-6Jan16\
o1261384	19/06/2015	1749.5		INV-7578	1/06/2015	127504	7/07/2015	6/10/2015	1	7Jul15-6Oct15\
o1261384	12/03/2015	1749.5		INV-7560	1/03/2015	126626	7/04/2015	6/07/2015	1	7Apr14-6Jul15\
o1261384	3/11/2014	1749.5		INV-7533	26/09/2014	125517	7/10/2014	6/01/2015	1	7Oct14-6Jan15\
o1261384	26/06/2014	1749.5		INV-7513	21/06/2014	124086	7/07/2014	6/10/2014	1	7Jul14-6Oct14\
o1261384	5/05/2014	1749.5		INV-7495	29/04/2014	123535	7/04/2014	6/07/2014	1	7Apr14-6Jul14\
o1261384	12/12/2013	1749.5		INV-7458	11/12/2013	122324			1	7Jan14-6Apr14\
o1261384	30/09/2013	1749.5		INV-7444	25/09/2013	121649			1	7Oct13-6Jan14\
o1261384	20/06/2013	1749.5		INV-7422	20/06/2013	120601			1	7Jul13-6Oct13\
o1261384	22/03/2013	1749.5		INV-7399	18/03/2013	119810			1	7Apr13-6Jul13\
o1261384	17/01/2013	1749.5		INV7376	19/12/2012	119083			1	7Jan13-6Apr13\
o1261384	10/10/2012	1749.5		INV-7362	21/09/2012	118273			1	7Oct12-6Jan13\
o1261384	25/07/2012	1747		INV-7352	21/06/2012	117405			1	7Jul12-6Oct12\
o1261384	4/04/2012	1747		7333	21/03/2012	116238			1	7Apr12-6Jul12\
o1261384	8/02/2012	1747		7316	19/01/2012	115445			1	to 6Apr12\
o1261384	28/09/2011	1747		7304	21/09/2011	113941			1	to 06/1/12\
o1261384	27/06/2011	1747		7289	21/06/2011	112810			1	to 6/10/2011\
o1261384	6/04/2011	1747		7273	21/03/2011	111849			1	to 6/07/2011\
o1261384	20/01/2011	1747		7258	21/12/2010	110946			1	to 06/04/2011\
o1261384	11/11/2010	1747		7246	6/10/2010	110240			1	to 06/01/2011\
o1261384	30/07/2010	1747		7215	1/07/2010	109165			1	to 10/10\
o1261384	5/07/2010	1747		7198	18/06/2010	108819			1	to 07/10\
o1261384	12/04/2010	1747		7123	8/04/2010	107892			1	to 6/07/10\
o1261384	22/12/2009	1747		7101	30/11/2009	106729			1	to 6/01/10\
o1261384	15/09/2009	1747		7092	10/09/2009	105262			1	to 6/10/09\
o1261384	16/06/2009	1747		7067	10/06/2009	104031			1	to6/7/09\
o1261384	24/02/2009	1747		7011	18/02/2009	102430			1	to 6/4/09\
o1261384	8/10/2008	1747		6975	2/10/2008	100447			1	to 6/1/09\
o1261384	22/07/2008	1747		6918	6/07/2008	99150			1	to 5/10/08\
o1261384	16/04/2008	1747		6853	6/04/2008	97739			1	to 5/07/08\
o1261384	5/02/2008	1747		6835	6/01/2008	96651			1	to 5/4/08\
o1261384	31/10/2007	1747		6776	6/10/2007	95283			1	to 5/1/08\
o1261384	1/08/2007	1779		6725	20/07/2007	93649			1	to 5/10/07\
o1261384	2/05/2007	1560		6671	23/04/2007	92367			1	to 5/7/07\
o1261384	7/02/2007	1560		6626	24/01/2007	91139			1	to 5/4/07\
o1261384	1/11/2006	1560		6565	12/10/2006	89706			1	to 5/1/07\
o1261384	1/11/2006	-1560		6518	27/07/2006	89705			1	Inv.6518 added twice\
o1261384	19/09/2006	1560		6518	27/07/2006	88939			1	to 5/1/07\
o1261384	2/08/2006	1560		6518	27/07/2006	88195			1	to 5/10/06\
o1261384	26/04/2006	1560		6406	6/04/2006	86444			1	to 5/7/06\
o1261384	9/02/2006	1560		6383	6/01/2006	84852			1	to 5/4/06\
o1261384	1/11/2005	1560		6333	21/10/2005	82942			1	to 5/1/06\
o1261384	23/08/2005	1560		6285	19/08/2005	81471			1	to 5/10/05\
o1261384	1/06/2005	1560		6222	27/05/2005	79796			1	to 5/7/05\
o1261384	1/06/2005	1560		6222	27/05/2005	79796			1	to 5/4/05\
o1261384	29/09/2004	1560		6077	21/09/2004	75092			1	to 5/1/05\
o1261384	14/07/2004	1560		6008	5/07/2004	73600			1	1st quarter to 6/10/04\
o1262573	2/02/2021	2050.52	eur1187.88	7196802	13/11/2020	141091	1/01/2021	31/12/2021	1	2021
o1262573	28/02/2020	1998.56	eur1143.8	7184835	30/10/2019	139355	2/01/2020	1/01/2021	1	2020
o1262573	17/01/2019	1970.6	eur1152.4	7172976	24/10/2018	136852	1/01/2019	31/12/2019	1	2019
o1262573	4/12/2017	1754.4	eur1075	7160377	20/10/2017	134229	1/01/2018	31/12/2018	1	2018
o1262573	20/12/2016	1514.5	eur987.93	7146373	30/11/2016	131755	1/01/2017	31/12/2017	1	2017
o1262573	27/11/2015	1379.78	eur821.3	7134800	13/11/2015	128829	1/01/2016	31/12/2016	1	2016
o1262573	25/11/2014	1234.1	eur752.5	7119639	21/11/2014	125715	1/01/2015	31/12/2015	1	2015
o1262573	28/11/2013	1150.76	eur689.08	7102958	15/11/2013	122196	1/01/2014	31/12/2014	1	2014
o1262573	28/02/2013	-10.63	eur-6.6	CM0001751	13/01/2013	119558			1	2013 rate adjustment
o1262573	20/12/2012	1044.13	eur610.6	7093554	21/11/2012	118916	1/01/2013	31/12/2013	1	2013
o1262573	21/12/2011	1036.67	eur593.4	7083977	9/12/2011	115034	1/01/2012	31/12/2012	1	2012
