RECORD NO.(Order)	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Voucher Number	Sub From	Sub To	Copies	Note
o1019641	21/12/2011	115.9	aud87.21	7083979	9/12/2011	115036			1	Jun12-May13
o1019641	22/12/2010	117.61	aud88.3	7076361	1/12/2010	110686			1	2011
o1019641	3/12/2009	132.11	aud101.91	7066987	20/11/2009	106502	1/06/2010	31/05/2011	1	18(06/10)-19(05/11)!A9611456
o1019641	9/12/2008	144.91	aud118.65	7057077	21/11/2008	101387	1/06/2009	31/05/2010	1	17(06/09)-18(0
o1019641	4/12/2007	93.81	aud80.3	7050950	29/10/2007	95757			1	16(06/08)-17(05
o1019641	12/12/2006	92.59	aud79.94	7046719	22/11/2006	90327			1	15(06/07)-16(05/08)!A38782
o1019641	2/11/2005	81.31	aud75.27	7042011	19/10/2005	82968			1	14(05/06)-15(04/07)!Y05008
o1019641	13/12/2004	81.72	usd56.78	7038354	2/12/2004	76546			1	13(05/05)-14(04/06)!X60933
o1019641	13/11/2003	96.76		0029119	24/10/2003	69490			1	12(05/04)-13(04/05)\
o1019641	11/12/2002	96.06		0026442	22/11/2002	63669			1	11(05/03)-12(04/04)\
o1019641	8/01/2002	81.99		0024240	3/11/2001	57457			1	9(05/02)-10(04/03)\
o1019641	13/12/2000	78.56	aud60.75	0131012	16/11/2000	51009			1	5/01-4/02
o1019641	15/12/1999	76.62	aud60.75	0113521	3/12/1999	43735			1	v.8 2000
o1019641	15/10/1998	72.97	aud60.75	0105420	2/10/1998	35707			1	1999
o1019641	20/11/1997	69.21	aud60.75	0097861	22/10/1997	27809			1	1998
o1019641	16/12/1996	63.85	aud55.13	0089881	6/11/1996	19296			1	1997
o1019641	1/11/1995	61.22	aud52.88	0076694	4/10/1995	10485			1	1996
o1019641	7/12/1994	65.08	aud52.88	0066605	11/02/1994	3975			1	1995
o1019649	2/02/2021	208.03	aud191.45	7197145	13/11/2020	141094	1/01/2021	31/12/2021	1	2021
o1019649	28/02/2020	206.92	aud194.77	7184836	30/10/2019	139356	2/01/2020	1/01/2021	1	2020
o1019649	17/01/2019	206.4	aud192.9	7172978	24/10/2018	136850	1/01/2019	31/12/2019	1	2019
o1019649	4/12/2017	205.7	aud187.68	7160379	18/10/2017	134231	1/01/2018	31/12/2018	1	2018
o1019649	21/12/2016	164.54	aud154.93	7146375	30/11/2016	131759	1/01/2017	31/12/2017	1	2017
o1019649	27/11/2015	175.6	aud154.71	7134802	13/11/2015	128830	1/01/2016	31/12/2016	1	2016
o1019649	21/11/2014	164.38	aud145.6	7119532	14/11/2014	125689	1/01/2015	31/12/2015	1	2015
o1019649	28/11/2013	159.35	aud141.02	7102960	15/11/2013	122194	1/01/2014	31/12/2014	1	2014
o1019649	21/12/2012	177.47	aud135.47	7093555	21/11/2012	118938	1/01/2013	31/12/2013	1	2013
o1019649	21/12/2011	178.76	aud134.51	7083979	9/12/2011	115036			1	2012
o1019649	22/12/2010	180.61	aud135.6	7076361	1/12/2010	110686			1	2011
o1019649	3/12/2009	194.56	aud150.09	7066987	20/11/2009	106502	1/01/2010	31/12/2010	1	29(01/10)-29(12/10)!A9841782
o1019649	9/12/2008	203.75	aud166.83	7057077	21/11/2008	101387	1/01/2009	31/12/2009	1	28(01/09)-28(1
o1019649	4/12/2007	163.89	aud140.28	7050950	29/10/2007	95757			1	27(01/08)-27(1
o1019649	12/12/2006	148.4	aud128.12	7046719	22/11/2006	90327			1	26(01/07)-26(12/07)!A3933
o1019649	2/11/2005	144.85	aud134.08	7042011	19/10/2005	82968			1	25(01/06)-25(12/06)!Y0608
o1019649	13/12/2004	145.92	usd101.39	7038354	2/12/2004	76548			1	24(01/05)-24(12/05)!X6167
o1019649	13/11/2003	157.07		0029119	24/10/2003	69490			1	23(01/04)-23(12/04)\
o1019649	11/12/2002	154.39		0026443	22/11/2002	63668			1	22(01/03)-22(12/03)\
o1019649	8/01/2002	139.85		0024240	3/11/2001	57469			1	20(01/02)-20(12/02)\
o1019649	13/12/2000	137.4	aud106.26	0131012	16/11/2000	51009			1	2001
o1019649	15/12/1999	133.37	aud105.75	0113521	3/12/1999	43735			1	2000
o1019649	15/10/1998	72.97	aud60.75	0105420	2/10/1998	35707			1	1999
o1019649	20/11/1997	69.21	aud60.75	0097861	22/10/1997	27813			1	1998
o1019649	16/12/1996	62.54	aud54	0089881	6/11/1996	19296			1	1997
o1019649	1/11/1995	59.92	aud51.75	0076694	4/10/1995	10485			1	
o1019649	7/12/1994	63.69	aud51.75	0066605	11/02/1994	3975			1	1995
o1019650	22/01/2021	212.89	aud193.62	7197607	20/11/2020	141055	1/01/2021	31/12/2021	1	2021
o1019650	28/02/2020	209.08	aud196.8	7184836	30/10/2019	139356	2/01/2020	1/01/2021	1	2020
o1019650	17/01/2019	208.8	aud195.14	7172978	24/10/2018	136850	1/01/2019	31/12/2019	1	2019
o1019650	4/12/2017	195.11	aud178.02	7160379	18/10/2017	134231	1/01/2018	31/12/2018	1	2018
o1019650	21/12/2016	188.77	aud177.75	7146375	30/11/2016	131759	1/01/2017	31/12/2017	1	2017
o1019650	27/11/2015	200.77	aud176.89	7134802	13/11/2015	128830	1/01/2016	31/12/2016	1	2016
o1019650	21/11/2014	189.86	aud168.17	7119532	14/11/2014	125689	1/01/2015	31/12/2015	1	2015
o1019650	28/11/2013	184.86	aud163.59	7102960	15/11/2013	122194	1/01/2014	31/12/2014	1	2014
o1019650	21/12/2012	207.05	aud158.05	7093555	21/11/2012	118938	1/01/2013	31/12/2013	1	2013
o1019650	21/12/2011	193.05	aud145.26	7083979	9/12/2011	115036			1	2012
o1019650	22/12/2010	194.92	aud146.35	7076361	1/12/2010	110686			1	2011
o1019650	3/12/2009	208.76	aud161.04	7066987	20/11/2009	106502	1/01/2010	31/12/2010	1	33(01/10)-33(12/10)!A9881835
o1019650	9/12/2008	217.12	aud177.78	7057077	21/11/2008	101387	1/01/2009	31/12/2009	1	33(01/09)-33(1
o1019650	4/12/2007	163.21	aud139.7	7050950	29/10/2007	95757			1	32(01/08)-32(1
o1019650	12/12/2006	161.08	aud139.07	7046719	22/11/2006	90327			1	30(01/07)-31(12/07)!A3922
o1019650	2/11/2005	157.63	aud145.91	7042011	19/10/2005	82968			1	29(01/06)-29(12/06)!Y0594
o1019650	13/12/2004	145.92	usd101.39	7038354	2/12/2004	76548			1	28(01/05)-28(12/05)!X6146
o1019650	13/11/2003	145.71		0029120	24/10/2003	69489			1	27(01/04)-27(12/04)\
o1019650	11/12/2002	153.87		0026443	22/11/2002	63668			1	26(01/03)-26(12/03)\
o1019650	8/01/2002	113.55		0024240	3/11/2001	57471			1	24(01/02)-24(12/02)\
o1019650	13/12/2000	114.93	aud88.88	0131012	16/11/2000	51009			1	2001
o1019650	15/12/1999	112.1	aud88.88	0113521	3/12/1999	43735			1	2000
o1019650	15/10/1998	93.23	aud77.63	0105420	2/10/1998	35707			1	1999
o1019650	20/11/1997	88.44	aud77.63	0097861	22/10/1997	27815			1	1998
o1019650	16/12/1996	96.43	aud83.25	0089881	6/11/1996	19296			1	1997
o1019650	1/11/1995	80.77	aud69.75	0076694	4/10/1995	10485			1	v.19 1996
o1019650	7/12/1994	78.95	aud64.13	0066605	11/02/1994	3975			1	v.18 1995
o1019903	18/01/2021	2953.6	usd2086.17	M473105	11/11/2020	140958	1/01/2021	31/12/2021	1	2021
o1019903	21/01/2020	3206.03	usd2086.17	M427316	15/11/2019	139040	1/01/2020	31/12/2020	1	2020
o1019903	25/01/2019	3040.66	usd2013.68	M397609	24/01/2019	136925	1/01/2019	31/12/2019	1	2019
o1019903	27/11/2017	2688.14	usd1943.71	M345549	24/11/2017	134153	1/01/2018	31/12/2018	1	2018
o1019903	31/10/2016	2637.89	usd1851.15	M301980	12/10/2016	131347	1/01/2017	31/12/2017	1	2017
o1019903	13/12/2004	1865.42	usd1296.15	7038354	2/12/2004	76548			1	124(01/05)-125(12/05)!X6
o1019903	13/11/2003	1744.96		0029119	24/10/2003	69490			1	122(01/04)-123(12/04)\
o1019903	11/12/2002	1796.07		0026442	22/11/2002	63669			1	120(01/03)-121(12/03)\
o1019903	8/01/2002	1772.81		0024240	3/11/2001	57460			1	117(01/02)-119(12/02)\
o1019903	16/11/2000	1617.05	usd636.31	5426768	25/10/2000	50504			1	VOL   0116  STARTS    01-
o1019903	5/11/1999	1194.09	usd598.84	5408240	20/10/1999	42969			1	113(01/00)-115(12/00)
o1019903	23/10/1998	1110.07	usd548.48	5395201	7/10/1998	35848			1	111(01/99)-113(12/99)
o1019903	21/11/1997	837.16	usd514.45	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1019903	7/02/1997	697.14	usd475.02	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1019903	12/06/1996	587.66	usd396.72	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1019903	5/01/1995	669.06	usd423.86	5306577	12/10/1994	4519			1	v.104-105 1995
o1019915	2/02/2021	344.12	usd241.88	7197972	27/11/2020	141096	1/01/2021	31/12/2021	1	2021
o1019915	28/02/2020	388.56	usd241.88	7184774	13/11/2019	139363	2/01/2020	1/01/2021	1	2020
o1019915	17/01/2019	357.98	usd241.88	7172922	26/10/2018	136876	1/01/2019	31/12/2019	1	2019
o1019915	4/12/2017	334.52	usd241.88	7160561	27/10/2017	134236	1/01/2018	31/12/2018	1	2018
o1019915	23/03/2017	349.29	usd239.73	7155528	8/03/2017	132429	1/01/2017	31/12/2017	1	2017
o1019915	19/07/2016	328.87	usd216.08	4035	18/07/2016	130595	1/01/2015	31/12/2015	1	2015
o1019915	15/07/2016	361.6	usd237.58	7147231	13/07/2016	130585	1/01/2016	31/12/2016	1	2016
o1019915	5/01/2015	264.94	usd205.86	7120351	19/12/2014	125908	1/01/2014	31/12/2014	1	2014
o1019915	20/09/2013	249.09	usd205.86	7107655	18/09/2013	121603			1	2013
o1019915	21/12/2011	262.82	usd202.64	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1019915	16/12/2010	211.96	usd150.5	7076351	1/12/2010	110621			1	2011
o1019915	3/12/2009	233.98	usd164.65	7066949	20/11/2009	106505	1/01/2010	31/12/2010	1	107(01/10)-107(12/10)!C1152698
o1019915	9/12/2008	222.01	usd162.06	7057062	21/11/2008	101388	1/01/2009	31/12/2009	1	106(01/09)-106
o1019915	12/12/2007	165.01	usd126.5	7050917	28/11/2007	95920			1	105(01/08)-105
o1019915	12/12/2006	186.01	usd125.93	7046717	22/11/2006	90334			1	104(01/07)-104(12/07)!A39
o1019915	2/11/2005	180.59	usd124.78	7041962	19/10/2005	82973			1	103(01/06)-103(12/06)!Y06
o1019915	13/12/2004	179.58	usd124.78	7038354	2/12/2004	76548			1	102(01/05)-102(12/05)!X61
o1019915	13/11/2003	183.28		0029119	24/10/2003	69490			1	101(01/04)-101(12/04)\
o1019915	11/12/2002	214.67		0026442	22/11/2002	63669			1	100(01/03)-100(12/03)\
o1019915	8/01/2002	250.95		0024240	3/11/2001	57460			1	98(01/02)-99(12/02)\
o1019915	16/11/2000	325.39	usd128.04	5426768	25/10/2000	50504			1	VOL   0098  STARTS    01-
o1019915	5/11/1999	247.26	usd124	5408240	20/10/1999	42969			1	96(01/00)-97(12/00)
o1019915	23/10/1998	219.45	usd108.43	5395201	7/10/1998	35848			1	95(01/99)-96(12/99)
o1019915	21/11/1997	181.17	usd111.33	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1019915	7/02/1997	137.9	usd93.96	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1019915	12/06/1996	115.99	usd78.3	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1019915	5/01/1995	123.6	usd78.3	5306577	12/10/1994	4519			1	v.92 1995
o1020016	9/02/2021	60.87		6348	11/01/2021	141141	1/02/2021	31/01/2022	2	Feb21-Jan22\
o1020016	9/01/2020	60.87		6348	2/12/2019	138926	1/02/2020	31/01/2021	2	Feb20-Jan21\
o1020016	30/01/2019	60.87		6348	11/12/2018	137066	1/02/2019	31/01/2020	2	Feb19-Jan20\
o1020016	20/12/2017	60.87		6348	12/12/2017	134395	1/02/2018	31/01/2019	2	Feb18-Jan19\
o1020016	22/12/2016	60.87		6348	19/12/2016	131771	1/02/2017	31/01/2018	2	Feb17-Jan18\
o1020016	3/02/2016	60.87		6348	2/02/2016	129295	1/02/2016	31/01/2017	2	Feb16-Jan17\
o1020016	14/01/2015	60.87		6348	9/01/2015	126036	1/02/2015	31/01/2016	2	Feb15-Jan16\
o1020016	13/01/2014	60.87		6348	9/01/2014	122475			2	Feb14-Jan15\
o1020016	24/01/2013	60.87		6348	23/01/2013	119154			2	Feb13-Jan14\
o1020016	24/01/2012	60.86		6348	10/01/2012	115291			2	Feb12-Jan13\
o1020016	27/01/2011	60.86		Member No:6348	17/01/2011	111038			2	1/2/11-31/1/12\
o1020016	26/01/2010	62.22		HB2601-4	15/01/2010	107067			2	2/10-1/11\
o1020016	21/01/2009	62.22		6348	16/01/2009	101875			2	2/09-1/10 VISA\
o1020016	11/03/2008	42		6348	6/03/2008	97232			2	2/08-1/09\
o1020016	11/01/2007	42		 	9/01/2007	90710			2	2/07-1/08\
o1020016	19/01/2006	42		 	6/01/2006	84423			2	2/06-1/07\
o1020016	21/09/2004	42.67		16404	16/09/2004	74916			2	10/04/9/05\
o1020016	28/11/2001	44.44		 	16/11/2001	57026			1	2002\
o1020016	28/11/2000	44.44		  	22/11/2000	50670			1	12/00-12/01\
o1020016	8/12/1999	44.44		  	29/11/1999	43616			1	\
o1020016	2/12/1998	44.44		  	23/11/1998	36732			1	1999\
o1020016	4/12/1997	44.44		  	20/11/1997	28290			1	1998\
o1020016	25/11/1996	40		6348	21/11/1996	18507			1	1997\
o1020016	1/12/1995	40		 	21/11/1995	11188			1	1996\
o1020016	13/12/1994	35.56		6348	17/11/1994	4200			1	1995\
o1020023	22/01/2021	426.28		79815	28/10/2020	141027	1/03/2021	28/02/2022	4	Mar21-Feb22\
o1020023	19/05/2020	-126.96		Bauer	14/05/2020	139744	1/08/2020	31/07/2021	2	credit Aug20-Jul21\
o1020023	13/03/2020	126.96		72432665	10/03/2020	139481	1/08/2020	31/07/2021	2	"12 issues, Aug20-\"
o1020023	22/03/2019	121.74		14292905	11/03/2019	137417	1/08/2019	31/07/2020	2	"12 issues, Aug19-\"
o1020023	16/03/2018	114.78		14292905	1/03/2018	135048	1/08/2018	31/07/2019	2	"12 issues, Aug18-\"
o1020023	22/03/2017	114.78		14292905	7/03/2017	132417	1/08/2017	31/07/2018	2	"12 issues, Aug17-\"
o1020023	6/04/2016	104.35		14292905	16/03/2016	129755	1/08/2016	31/07/2017	2	"12 issues, Aug16-\"
o1020023	11/05/2015	104.35		14292905	7/05/2015	127125	1/08/2015	31/07/2016	2	"12 issues, Aug15-\"
o1020023	13/05/2014	104.35		14292905	13/05/2014	123665	1/08/2014	31/07/2015	2	"12 issues, Aug14-\"
o1020023	13/05/2013	104.35		14292905	13/05/2013	120209			2	"12 issues, Aug13-\"
o1020023	28/02/2012	121.74		R251NAS	28/02/2012	115756			2	May12-Jun13\
o1020023	3/02/2011	104.35		HP030211-1	3/02/2011	111128			2	4/11-3/12\
o1020023	6/01/2010	115.48		HB601-3	13/12/2009	106782			2	4/10-3/11\
o1020023	15/12/2008	106.56		HB1512-1	30/11/2008	101480			2	4/09-3/10\
o1020023	10/12/2007	97.78		HB1210-2	25/11/2007	95865			2	4/08-3/09\
o1020023	13/11/2006	96		 	7/11/2006	89878			2	4/07-3/08\
o1020023	8/02/2006	108.44		 	27/01/2006	84817			2	4/06-3/07\
o1020023	16/02/2005	104.88		 	2/02/2005	77773			2	4/05-3/06\
o1020023	3/02/2004	92.45		 	22/01/2004	70790			2	4/04-3/05\
o1020023	12/02/2003	92.45		  	23/01/2003	64623			2	4/03-3/04\
o1020023	13/02/2002	92.44		  	6/02/2002	58041			2	4/02-3/01\
o1020023	21/09/2001	92.44		 	21/01/2001	55996			2	12/01-11/02\
o1020023	13/11/2000	92.62		--	13/01/2000	50381			2	12/00-11/01\
o1020023	1/10/1999	92.62		  	1/01/1999	42400			2	12/99-11/00\
o1020023	13/10/1998	92.62		 	13/01/1998	35640			2	12/98-11/99\
o1020023	3/12/1997	92.62		24915	7/11/1997	28153			2	1998\
o1020023	19/12/1996	104.89		 	19/01/1996	19515			1	3/97-2/98\
o1020023	13/12/1994	96		  	13/01/1994	4192			2	1995\
o1020024	11/03/2021	47.83	47.83	INV-2997	10/03/2021	141308			1	
o1020024	11/02/2020	47.83		INV-2499	30/01/2020	139213	1/01/2020	31/12/2020	1	2020\
o1020024	11/02/2019	47.83		INV-2032	31/01/2019	137128	1/01/2019	31/12/2019	1	2019\
o1020024	16/03/2018	47.83		PQ2018	16/03/2018	135051	1/01/2018	31/12/2018	1	2018\
o1020024	10/02/2017	47.83		PQ2017	10/02/2017	132088	1/01/2017	31/12/2017	1	2017\
o1020024	2/02/2016	47.83		PQ2016	2/02/2016	129281	1/01/2016	31/12/2016	1	2016\
o1020024	10/07/2015	47.83		PQ2015	10/07/2015	127673	1/01/2015	31/12/2015	1	2015\
o1020024	15/01/2014	47.83		PQ2014	15/01/2014	122519			1	2014\
o1020024	23/01/2013	47.83		PQ2013	23/01/2013	119140			1	2013\
o1020024	27/01/2012	47.83		FP270112-1	27/01/2012	115314			1	2012\
o1020024	18/01/2011	47.83		PQ Subscription	18/01/2011	110890			1	2011 (VISA)\
o1020024	21/07/2010	40		HP21.07.10	21/07/2010	109070			1	2010\
o1020024	23/06/2010	-35.56		343928	9/06/2010	108686			1	2010 Refund AGM\
o1020024	10/07/2009	35.56		HB1007-4	3/07/2009	104349			1	2010\
o1020024	8/07/2008	35.56		HB807-3	1/07/2008	98937			1	2009\
o1020024	9/07/2007	35.56		HB0907-1	2/07/2007	93339			1	2008\
o1020024	19/01/2007	40		249899	17/01/2007	90829			1	2007\
o1020024	25/01/2006	40		 	25/01/2006	84585			1	2006\
o1020024	27/01/2005	40		145863	19/01/2005	77375			1	2005\
o1020024	7/01/2004	40		 	7/01/2004	70321			1	2004\
o1020024	10/09/2002	40		 	10/01/2002	61906			1	2003\
o1020024	26/09/2001	40		 	26/01/2001	56034			1	2002\
o1020024	1/11/2000	40		  	21/09/2000	50179			1	2001\
o1020024	11/08/1999	40		  	11/01/1999	41448			1	2000\
o1020024	25/03/1999	40		  	25/01/1999	38845			1	1999\
o1020024	24/04/1998	40		  	24/01/1998	31710			1	1998\
o1020024	4/02/1997	0		042	22/01/1997	20498			1	$80 covers 2 copies\
o1020024	4/02/1997	80		042	22/01/1997	20496			1	1997\
o1020024	13/12/1994	40		0157715	30/11/1994	4191			1	1995\
o1020024	13/12/1994	40		0157716	30/11/1994	4190			1	1995\
o1020026	17/02/2020	176.25		8587	28/01/2020	139238	5/12/2019	26/11/2020	1	5Dec19-26Nov20\
o1020026	26/03/2019	176.25		8129	20/03/2019	137439	6/12/2018	28/11/2019	1	6Dec18-28Nov19\
o1020026	20/12/2017	176.25		7627	13/12/2017	134389	7/12/2017	29/11/2018	1	7Dec17-29Nov18\
o1020026	28/11/2016	176.25		7074	3/11/2016	131500	8/12/2016	30/11/2017	1	8Dec16-30Nov17\
o1020026	10/11/2015	176.25		6532	6/11/2015	128659	3/12/2015	1/12/2016	1	3Dec15-1Dec16\
o1020026	15/01/2015	-176.25	-176.25	5989a	7/11/2012	126051			1	
o1020026	14/01/2015	176.25	176.25	5989a	7/11/2014	126020			1	
o1020026	11/11/2014	176.25		5989	7/11/2014	125583	4/12/2014	26/11/2015	1	4Dec14-26Nov15\
o1020026	11/11/2013	176.25		5509	7/11/2013	122014			1	5Dec13-27Nov14\
o1020026	21/11/2012	176.25		5107	12/11/2012	118664			1	6Dec12-28Nov13\
o1020026	17/11/2011	160.23		4781	15/11/2011	114558			1	8Dec11-29Nov12\
o1020026	29/11/2010	160.23		4499	5/11/2010	110474			1	2/12/10-1/12/11\
o1020026	9/12/2009	150.23		4264	4/12/2009	106590			1	3/12/09-25/11/10\
o1020026	25/11/2008	150.23		4077	19/11/2008	101187			1	4/12/08-26/12/09\
o1020026	13/11/2007	150.23		3861	8/11/2007	95464			1	6/12/07-27/12/08 VISA\
o1020026	21/12/2006	150.23		3687	19/12/2006	90564			1	7/12/06-29/11/07\
o1020026	21/12/2005	150.23		3517	19/12/2005	84056			1	8/12/05-30/11/06\
o1020026	17/11/2004	150.23		3344	10/11/2004	76012			1	2/12/04-1/12/05\
o1020026	2/12/2003	128.4		3151	24/11/2003	69820			1	4/12/03-25/11/04\
o1020026	13/11/2002	128.4		2957	7/11/2002	63133			1	5/12/02-27/11/03\
o1020026	15/11/2001	128.4		2760	8/11/2001	56799			1	6/12/01-28/11/02\
o1020026	8/11/2000	128.4		2558	1/11/2000	50331			1	7/12/00-29/11/01\
o1020026	2/03/2000	107		2347	14/02/2000	45151			1	9/12/99-30/11/00\
o1020026	20/04/1999	107		2174	10/04/1999	39339			1	3/12/98-2/12/99\
o1020026	29/01/1998	107		1940	21/01/1998	29882			1	12/97-11/98\
o1020026	17/12/1996	107		1731	5/12/1996	19391			1	12/96-11/97\
o1020026	18/04/1996	107		1579	29/03/1996	13684			1	12/95-11/96\
o1020026	13/12/1994	107		1421	1/12/1994	4189			1	1995\
o1020031	12/05/2021	110	110	ML1	5/03/2021	141598			1	"Issue 91,92,94,95,97,99,100"
o1020031	27/04/2016	30		1007/16	27/04/2016	129946	1/05/2016	30/04/2017	1	"no.87(free),88,89\"
o1020031	11/12/2014	38		1018/14	11/12/2014	125822	1/01/2015	31/12/2015	1	"no.84,85,86\"
o1020031	4/09/2014	12		1010/14	4/09/2014	124892			1	no.82\
o1020031	16/04/2014	10		Takahe	9/04/2014	123447			1	no.81\
o1020031	14/01/2014	10		39	16/12/2013	122503			1	no.80\
o1020031	23/08/2013	10		23	23/08/2013	121342			1	no.79\
o1020031	20/08/2012	30		29/12	12/08/2012	117713			1	"nos. 76,77,78\"
o1020031	15/06/2011	30		HP15.06.11-1	3/06/2011	112628			1	"nos. 73,74,75\"
o1020031	7/09/2010	30		10/26	29/08/2010	109592			1	"nos. 70,71,72\"
o1020031	15/12/2009	30		09/05	18/04/2009	106666			1	67-69\
o1020031	22/04/2008	21		08/04	11/04/2008	97821			1	64-66\
o1020031	24/04/2007	21		07/05	1/04/2007	92276			1	61-63\
o1020031	14/09/2005	25		 	1/01/1970	81904			1	nos.57-60\
o1020031	1/09/2004	25		D/D51593	10/08/2004	74554			1	nos.53-56\
o1020031	27/05/2003	25		 	28/04/2003	66277			1	nos.49-52\
o1020031	15/01/2002	25		64484	12/12/2001	57630			1	nos.45-48\
o1020031	30/08/2000	24		00/40	10/08/2000	48914			1	nos.41-44\
o1020031	9/06/1999	24		  	1/01/1970	40195			1	nos.37-40\
o1020031	26/02/1998	24		96/125	4/01/1998	30441			1	nos.33-36\
o1020031	23/09/1996	24		 	17/09/1996	16753			1	nos 29-33\
o1020031	23/09/1996	24		 	17/09/1996	16753			1	nos 25-28\
o1020031	13/12/1994	24		44	2/12/1994	4185			1	1995\
o1020034	16/09/2021	35		202	16/09/2021	142262			1	Oct20-Sep21
o1020034	21/01/2020	35		NZNOG2020	20/12/2019	139029	1/10/2019	30/09/2020	1	Oct19-Sep20\
o1020034	29/01/2019	30		NZNOG2019	23/10/2018	136998	1/10/2018	30/09/2019	1	Oct18-Sep19\
o1020034	12/12/2017	30		NZNOG2018	12/12/2017	134297	1/10/2017	30/09/2018	1	Oct17-Sep18\
o1020034	6/12/2016	30		NZNOG2017	6/12/2016	131608	1/10/2016	30/09/2017	1	Oct16-Sep17\
o1020034	4/05/2016	30		NZNOG2016	4/05/2016	129982	1/01/2016	31/12/2016	1	2016\
o1020034	3/10/2014	30		NZNOG2015	3/10/2014	125168	1/10/2014	30/09/2015	1	Oct14-Sep15\
o1020034	8/11/2013	25		NZNOG2014	8/11/2013	122002			1	Oct13-Sep14\
o1020034	13/12/2012	22		NZNOG2013	10/12/2012	118869			1	Oct12-Sep13\
o1020034	28/11/2011	22		FP281111	28/11/2011	114687			1	Oct11-Sep12\
o1020034	28/10/2009	22		HB2810-3	21/10/2009	105897			1	2009/10\
o1020034	2/10/2007	20		HB210-1	17/09/2007	94717			1	2008\
o1020034	19/01/2007	40		 	15/01/2007	90831			1	2007\
o1020034	9/11/2005	30		 	9/10/2005	83108			1	2006\
o1020034	10/11/2004	30		 	11/10/2004	75817			1	2005\
o1020034	12/11/2003	20		  	10/10/2003	69470			1	2004\
o1020034	28/11/2002	20		 	13/10/2002	63452			1	2003\
o1020034	6/11/2001	20		 	15/10/2001	56645			1	2002\
o1020034	1/12/2000	20		  	1/01/2000	50739			1	2001\
o1020034	9/11/1999	20		  	9/01/1999	43045			1	2000\
o1020034	19/11/1998	20		  	19/01/1998	36480			1	1999\
o1020034	20/11/1997	18		  	1/11/1997	27818			1	1998\
o1020034	26/11/1996	20		 	1/11/1996	18542			1	1997\
o1020034	30/10/1995	15		 	30/01/1995	10441			1	1996\
o1020034	13/12/1994	15		  	1/12/1994	4182			1	1995\
o1020236	4/08/2021	1871.52		6142830413	28/07/2021	142111			1	Win21 v.1-3
o1020236	18/01/2021	1776.04		6138886163	8/12/2020	140912	1/01/2021	31/12/2021	1	Win20 v.1-3
o1020236	23/07/2020	1713.72		6136031616	6/07/2020	140158	1/01/2020	31/12/2020	1	Spr20 v.1-3
o1020236	20/12/2019	1492.59		6132164998	12/12/2019	138893	1/01/2019	31/12/2019	1	Win19 v.1-3\
o1020236	13/08/2019	1417.97		6129810084	8/08/2019	138270	1/01/2019	31/12/2019	1	Spr19 v.1-3\
o1020236	21/12/2018	1303.43		6125611134	13/12/2018	136749	1/01/2018	31/12/2018	1	"Win18 v.1-3, 4th edition\"
o1020236	2/07/2018	1264.33		6122305402	27/06/2018	135790	1/01/2018	31/12/2018	1	"Spr18 v.1-3, 4th edition\"
o1020236	28/11/2017	1044.74		6118380443	21/11/2017	134186	1/01/2017	31/12/2017	1	"Win17 v.1-3, 4th edition\"
o1020236	3/07/2017	1048.51		615587030	28/06/2017	133123	1/01/2017	31/12/2017	1	"Spr17 v.1-3, 4th edition\"
o1020236	13/12/2016	935		6111611526	29/11/2016	131677	1/01/2016	31/12/2016	1	"Win16 v.1-3, 4th edition\"
o1020236	24/06/2016	986.24		6108567475	15/06/2016	130404	1/01/2016	31/12/2016	1	"Spr16 v.1-3, 4th edition\"
o1020236	15/01/2016	875.46		6105683651	6/01/2016	129117	1/01/2016	31/12/2016	1	"Win15 v.1-3, 4th edition\"
o1020236	2/07/2015	738.16		6101541995	23/06/2015	127638			1	"2015/16 v.1-3, 4th edition\"
o1020236	26/02/2015	673.21		6098541289	5/01/2015	126503			1	"2014/15 v.1-3, 4th edition\"
o1020236	23/07/2014	770		6094902748	17/07/2014	124386	1/01/2014	31/12/2014	1	2014 - 1 supplement\
o1020236	23/01/2013	12.7		6083699746	21/12/2012	119138			1	2012 update\
o1020236	17/01/2013	502.4		6083672149	20/12/2012	119086			1	2012 - 2 supplement\
o1020236	17/09/2012	521.25		1693037	4/09/2012	117988			1	2012 - 1 supplement\
o1020236	28/11/2011	503.9		1660898	23/11/2011	114688			1	2012 - 2 supplement\
o1020236	13/07/2011	470.49		1642486	28/06/2011	113045			1	2011 - 1 Supplement\
o1020236	11/01/2011	449.71		1616632	23/11/2010	110757			1	2010 - 2 Supplement\
o1020236	5/07/2010	493.62		1596862	22/06/2010	108810			1	2010 - 1 Supplement\
o1020236	7/12/2009	14.2		1569584	17/11/2009	106541			1	Repl. Appendix 09/10\
o1020236	7/12/2009	429.48		1569584	17/11/2009	106541			1	2009 2 Suppl.\
