RECORD NO.(Order)	Column1	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Sub From	Sub To	Copies	Note
o10063407	4	1997-07-14	129.37	gbp52.20	5329021	1997-06-16	\N	\N	1	9/97-08/98
o10063407	3	1996-09-06	7.34	gbp3.20	94687684	1996-08-19	\N	\N	1	Add 9/96-8/97
o10063407	2	1996-07-18	109.97	gbp48.00	4566224	1996-01-18	\N	\N	1	9/96-08/97
o10063407	1	1995-07-18	112.98	gbp47.00	93856241	1995-06-26	\N	\N	1	9/95-8/96
o10063407	0	1994-07-08	112.16	gbp42.25	93128924	1994-06-13	\N	\N	1	9/94-8/95
o10063419	36	2021-08-09	771.47	gbp383.11	7203299	2021-07-28	\N	\N	1	Sep21-Aug22
o10063419	35	2020-06-19	740.76	gbp372.67	7194240	2020-06-17	2020-09-01	2021-08-31	1	Sep20-Aug21
o10063419	34	2019-07-05	715.41	gbp372.61	7180417	2019-06-14	2019-09-01	2020-08-31	1	Sep19-Aug20
o10063419	33	2018-05-29	716.85	gbp362.41	7167860	2018-05-25	2018-09-01	2019-08-31	1	Sep18-Aug19
o10063419	32	2017-05-22	665.22	gbp349.75	7156268	2017-05-19	2017-09-01	2018-08-31	1	Sep17-Aug18
o10063419	31	2016-06-13	798.45	gbp338.90	7141670	2016-06-08	2016-09-01	2017-08-31	1	Sep16-Aug17
o10063419	30	2015-06-16	682.01	gbp329.95	7129321	2015-06-10	2015-09-01	2016-08-31	1	Sep15-Aug16
o10063419	29	2014-06-04	635.96	gbp321.68	7113526	2014-05-28	2014-09-01	2015-08-31	1	Sep14-Aug15
o10063419	28	2013-08-20	41.57	gbp20.64	98450	2013-08-13	\N	\N	1	Sep13-Aug14 rate adjustment
o10063419	27	2013-05-28	588.52	gbp303.05	7098746	2013-05-24	\N	\N	1	Sep13-Aug14
o10063419	26	2012-06-22	636.44	gbp301.63	7089209	2012-06-20	\N	\N	1	Sep12-Aug13
o10063419	25	2011-11-07	86.69	gbp43.00	92414	2011-09-13	\N	\N	1	Rate adjustment inv. 7082065
o10063419	24	2011-06-15	473.69	gbp235.95	7082065	2011-05-25	\N	\N	1	Sep 2011-Aug 2012
o10063419	23	2010-07-22	215.99	gbp98.68	0397629	2010-07-04	2010-09-01	2011-08-31	1	Sep 2010 - Aug 2011  !83102000
o10063419	22	2009-07-22	248.47	gbp96.58	0298267	2009-07-05	2009-09-01	2010-08-31	1	Sep 2009 - Aug 2010  !83102000
o10063419	21	2009-04-28	5.57	gbp2.13	0275795	2009-04-05	2008-09-01	2009-08-31	1	Sep 2008 - Aug 2009  !83102000
o10063419	20	2008-04-23	6.14	gbp2.39	0176363	2008-04-06	\N	\N	1	Sep 2007 - Aug 2008  !83102000
o10063419	19	2008-04-22	207.51	gbp80.83	0176413	2008-04-06	\N	\N	1	Sep 2008 - Aug 2009  !83102000
o10063419	18	2006-11-28	6.99	gbp2.39	5015520	2006-11-19	\N	\N	1	Sep 2006 - Aug 2007  !83102
o10063419	17	2006-10-10	225.99	gbp78.44	5003369	2006-09-24	\N	\N	1	Sep 2007 - Aug 2008  !8310
o10063419	16	2005-10-17	195.98	gbp76.06	6015858	2005-09-21	\N	\N	1	Sep 2006 - Aug 2007  !8310
o10063419	15	2004-11-02	200.08	gbp73.67	5073687	2004-10-13	\N	\N	1	Sep 2005 - Aug 2006  !8310
o10063419	14	2004-07-14	205.42	gbp71.55	4838886	2004-07-08	\N	\N	1	Sep 2004 - Aug 2005  !8310
o10063419	13	2003-09-24	200.14	gbp71.55	3840285	2003-09-17	\N	\N	1	Sep 2003 - Aug 2004  !8310
o10063419	12	2002-10-03	16.02	gbp4.73	2640343	2002-09-17	\N	\N	1	Sep 2002 - Aug 2003  !83102
o10063419	11	2002-06-11	194.39	gbp64.05	2826577	2002-06-05	\N	\N	1	Sep 2002 - Aug 2003  !8310
o10063419	10	2001-10-11	229.43	gbp64.05	1897141	2001-09-28	\N	\N	1	Sep 2001 - Aug 2002  !8310
o10063419	9	2000-06-07	222.83	gbp67.25	7744697	2000-05-19	\N	\N	1	9/00-08/01
o10063419	8	1999-07-06	195.42	gbp65.25	7022829	1999-06-21	\N	\N	1	9/99-08/00
o10063419	7	1998-07-10	200.75	gbp61.55	6119403	1998-06-22	\N	\N	1	9/98-08/99
o10063419	6	1997-07-25	-129.49	gbp-52.25	95329021	1997-06-16	\N	\N	1	paid twice
o10063419	5	1997-07-21	129.49	gbp52.25	5329021	1997-06-16	\N	\N	1	9/97-08/98
o10063419	4	1997-07-14	129.49	gbp52.25	5329021	1997-06-16	\N	\N	1	9/97-08/98
o10063419	3	1996-09-06	7	gbp3.05	94687684	1996-08-19	\N	\N	1	Add 9/96-8/97
o10063419	2	1996-07-18	110.43	gbp48.20	4566224	1996-01-18	\N	\N	1	9/96-08/97
o10063419	1	1995-07-18	113.46	gbp47.20	93856241	1995-06-26	\N	\N	1	9/95-8/96
o10063419	0	1994-07-08	112.56	gbp42.40	93128924	1994-06-13	\N	\N	1	9/94-8/95
o10063432	28	2021-08-09	248.85	usd172.00	7203297	2021-07-28	\N	\N	1	Oct21-Sep22
o10063432	27	2020-06-19	273.02	usd172.00	7194241	2020-06-17	2020-10-01	2021-09-30	1	Oct20-Sep21
o10063432	26	2019-07-05	259.72	usd172.00	7180413	2019-06-14	2019-10-01	2020-09-30	1	Oct19-Sep20
o10063432	25	2018-05-29	249.4	usd172.00	7167858	2018-05-25	2018-10-01	2019-09-30	1	Oct18-Sep19
o10063432	24	2017-05-22	233.88	usd159.10	7156265	2017-05-19	2017-10-01	2018-09-30	1	Oct17-Sep18
o10063432	23	2016-06-13	238.88	usd156.95	7141667	2016-06-08	2016-10-01	2017-09-30	1	Oct16-Sep17
o10063432	22	2015-06-15	208.05	usd154.80	7129366	2015-06-12	2015-10-01	2016-09-30	1	Oct15-Sep16
o10063432	21	2014-06-04	180.03	usd154.80	7113471	2014-05-28	2014-10-01	2015-09-30	1	Oct14-Sep15
o10063432	20	2013-05-28	183.18	usd152.65	7098742	2013-05-24	\N	\N	1	Oct13-Sep14
o10063432	19	2012-06-22	201.6	usd151.58	7089205	2012-06-20	\N	\N	1	Oct12-Sep13
o10063432	18	2011-06-15	211.96	usd150.50	7082061	2011-05-27	\N	\N	1	Oct 2011-Sep 2012
o10063432	17	2010-09-15	169.86	usd122.48	0406185	2010-09-05	2010-10-01	2011-09-30	1	Oct 2010 - Sep 2011  !83169768
o10063432	16	2009-11-11	211.17	usd122.48	0317546	2009-10-25	2009-10-01	2010-09-30	1	Oct 2009 - Sep 2010  !83169768
o10063432	15	2008-10-08	8.38	usd6.12	6200216928	2008-09-21	\N	\N	1	Addit. charge 10/08-9/09
o10063432	14	2008-09-24	180.01	usd122.48	0211722	2008-09-07	2008-10-01	2009-09-30	1	Oct 2008 - Sep 2009  !83169768
o10063432	13	2007-10-03	162.89	usd121.90	0108273	2007-09-16	\N	\N	1	Oct 2007 - Sep
o10063432	12	2006-09-19	186.06	usd121.90	5000450	2006-09-10	\N	\N	1	Oct 2006 - Sep 2007  !831
o10063432	11	2005-09-14	174.32	usd121.90	6012941	2005-09-07	\N	\N	1	Oct 2005 - Sep 2006  !831
o10063432	10	2004-09-27	184.63	usd121.90	S4.886-228	2004-09-08	\N	\N	1	Oct 2004 - Sep 2005
o10063432	9	2003-09-24	207.52	usd121.90	3840279	2003-09-17	\N	\N	1	Oct 2003 - Sep 2004  !831
o10063432	8	2002-10-03	260.34	usd120.75	2640338	2002-09-17	\N	\N	1	Oct 2002 - Sep 2003  !831
o10063432	7	2001-10-11	167.55	usd68.25	1897136	2001-09-28	\N	\N	1	Oct 2001 - Sep 2002  !8316
o10063432	6	2000-06-07	150.53	usd65.00	7744700	2000-05-19	\N	\N	1	10/00-09/01
o10063432	5	1999-07-06	129.44	usd65.00	7022845	1999-06-21	\N	\N	1	10/99-09/00
o10063432	4	1998-07-10	133.33	usd65.00	6119454	1998-06-22	\N	\N	1	10/98-09/99
o10063432	3	1997-07-14	101.49	usd65.00	5329048	1997-06-16	\N	\N	1	10/97-09/98
o10063432	2	1996-07-18	125.78	gbp54.90	4566224	1996-01-18	\N	\N	1	10/96-09/97
o10063432	1	1995-07-18	115.57	gbp48.08	93856241	1995-06-26	\N	\N	1	10/95-9/96
o10063432	0	1994-07-08	137.32	gbp51.73	93128924	1994-06-13	\N	\N	1	10/94-9/95
o1006350x	10	2002-07-16	114.39		21007	2002-06-13	\N	\N		v.1-3 43rd session
o1006350x	9	2002-07-16	76.26		21007	2002-06-13	\N	\N		v.20 & 21 42nd session
o1006350x	8	2000-09-26	490.11		2000-001	2000-09-08	\N	\N		v.6-19 42nd session
o1006350x	7	1997-05-08	315		20603	1997-03-10	\N	\N		v.7-19 41st session
o1006350x	6	1997-05-08	88		20603	1997-03-10	\N	\N		v.1-4 36th session
o1006350x	5	1997-05-08	349		20603	1997-03-10	\N	\N		v.1-16 35th session
o1006350x	4	1996-12-16	127.42		118974	1996-09-20	\N	\N		v.1-6 41st session
o1006350x	3	1996-12-16	212.36		118974	1996-09-20	\N	\N		v.16-26 40th session
o1006350x	2	1995-08-31	118.11		112108	1995-04-28	\N	\N		40th Session v.10-15
o1006350x	1	1995-03-16	169.77		115692	1995-01-25	\N	\N		40th Session v.1-9
o1006350x	0	1994-07-08	480.55		114106	1994-02-02	\N	\N		37th & 38th Session
o10063535	92	2021-08-12	-20.64		6142326543	2021-08-06	\N	\N	1	rate adjustment\
o10063535	91	2021-07-22	654.78		6142326543	2021-06-29	\N	\N	1	v.111\
o10063535	90	2021-02-01	629.6		6139019488	2020-12-22	2021-01-01	2021-12-31	1	v.110\
o10063535	89	2020-09-23	629.6		6137204282	2020-09-15	2020-01-01	2020-12-31	1	v.109\
o10063535	88	2020-02-10	630.61		6132324596	2019-12-24	2020-01-01	2020-12-31	1	v.108\
o10063535	87	2019-05-09	630.61		6128207908	2019-05-06	2019-01-01	2019-12-31	1	v.107\
o10063535	86	2018-08-16	620.78		6123297638	2018-08-10	2018-01-01	2018-12-31	1	v.106\
o10063535	85	2018-04-05	627.6		6120682326	2018-03-29	2018-01-01	2018-12-31	1	v.105\
o10063535	84	2018-02-02	610.17		6119571480	2018-01-26	2018-01-01	2018-12-31	1	v.104\
o10063535	83	2017-08-28	584.2		6116622935	2017-08-23	2017-01-01	2017-12-31	1	v.103\
o10063535	82	2017-06-19	584.2		6115459765	2017-06-15	2017-01-01	2017-12-31	1	v.102\
o10063535	81	2017-05-02	596.9		6113927262	2017-03-31	2017-01-01	2017-12-31	1	v.101\
o10063535	80	2017-03-13	570.65		6113207934	2017-02-08	2017-01-01	2017-12-31	1	v.100\
o10063535	79	2016-12-13	570.65		6111630827	2016-11-30	2016-01-01	2016-12-31	1	v.99\
o10063535	78	2016-12-05	541.24		6110882582	2016-10-12	2016-01-01	2016-12-31	1	v.98\
o10063535	77	2016-07-06	589.89		6108749273	2016-06-30	2016-01-01	2016-12-31	1	v.97\
o10063535	76	2016-04-11	576.92		6106808599	2016-03-11	2016-01-01	2016-12-31	1	v.96\
o10063535	75	2015-12-18	606.74		6105042151	2015-12-08	2015-01-01	2015-12-31	1	v.95\
o10063535	74	2015-09-09	568.42		6102784780	2015-08-31	\N	\N	1	v.94\
o10063535	73	2015-07-24	568.42		6102070155	2015-07-14	\N	\N	1	v.93\
o10063535	72	2015-06-08	568.42		6100968587	2015-05-27	\N	\N	1	v.92\
o10063535	71	2015-03-05	586.45		6099193082	2015-02-20	\N	\N	1	v.91\
o10063535	70	2014-11-20	763.73		6097304151	2014-11-12	\N	\N	1	v.90\
o10063535	69	2014-10-03	763.73		6096145373	2014-09-20	\N	\N	1	v.89\
o10063535	68	2014-07-08	763.73		6094492166	2014-06-30	\N	\N	1	v.88\
o10063535	67	2014-04-04	763.73		6092641938	2014-03-28	\N	\N	1	v.87\
o10063535	66	2014-01-13	720.5		6090819383	2013-12-19	\N	\N	1	v.86\
o10063535	65	2013-12-10	1441		6088285442	2013-08-27	\N	\N	1	v.82 & 83\
o10063535	64	2013-10-16	720.5		6089002588	2013-09-26	\N	\N	1	v.85\
o10063535	63	2013-09-16	720.5		6088294998	2013-08-28	\N	\N	1	v.84\
o10063535	62	2012-11-21	163.75		1697630	2012-09-25	\N	\N	1	Cons. index v.36-64\
o10063535	61	2012-07-31	656.19		1688915	2012-07-27	\N	\N	1	v.81\
o10063535	60	2012-04-04	656.19		1673697	2012-03-28	\N	\N	1	v.80\
o10063535	59	2011-12-01	656.19		1661321	2011-11-25	\N	\N	1	v.79\
o10063535	58	2011-08-05	656.19		1645591	2011-07-27	\N	\N	1	v.78\
o10063535	57	2011-05-24	656.19		1636695	2011-05-16	\N	\N	1	v.77\
o10063535	56	2011-02-07	656.19		1623752	2011-01-27	\N	\N	1	v.76\
o10063535	55	2010-10-01	593.45		1608439	2010-09-27	\N	\N	1	v.75\
o10063535	54	2010-06-03	593.45		1593106	2010-05-24	\N	\N	1	v.74\
o10063535	53	2010-03-16	565.64		1580831	2010-02-24	\N	\N	1	v.73\
o10063535	52	2009-11-16	484.34		1567697	2009-11-02	\N	\N	1	BV 72\
o10063535	51	2009-07-13	497.73		1549630	2009-06-29	\N	\N	1	BV 71\
o10063535	50	2009-04-16	496.25		1534979	2009-03-30	\N	\N	1	BV70\
o10063535	49	2009-01-05	411.35		1522821	2008-12-01	\N	\N	1	BV69\
o10063535	48	2008-09-17	455.41		1508305	2008-09-01	\N	\N	1	BV68\
o10063535	47	2008-06-04	433.38		1495080	2008-05-26	\N	\N	1	BV67\
o10063535	46	2008-03-18	433.38		1478420	2008-03-03	\N	\N	1	BV66\
o10063535	45	2007-10-24	401.2		1459432	2007-10-16	\N	\N	1	BV65\
o10063535	44	2007-08-20	380.8		1449427	2007-08-17	\N	\N	1	BV63\
o10063535	43	2007-06-26	380		1441838	2007-06-21	\N	\N	1	BV 64\
o10063535	42	2007-02-26	358.58		1419834	2007-02-21	\N	\N	1	BV 62\
o10063535	41	2006-12-18	355.44		1411371	2006-12-11	\N	\N	1	"v,61\"
o10063535	40	2006-12-18	330.27		1411371	2006-12-11	\N	\N	1	v.60\
o10063535	39	2006-12-18	299.73		1411371	2006-12-11	\N	\N	1	v.59\
o10063535	38	2006-12-18	119.32		1412217	2006-12-14	\N	\N	1	Con.Index v.36-57\
o10063535	37	2005-11-23	299.72		1344208	2005-11-16	\N	\N	1	v.58\
o10063535	36	2005-11-23	299.72		1344208	2005-11-16	\N	\N	1	v.57\
o10063535	35	2005-06-21	273		1319785	2005-06-17	\N	\N	1	v.56\
o10063535	34	2004-09-29	286		1274627	2004-09-16	\N	\N	1	v.55\
o10063535	33	2004-06-01	286		1257212	2004-05-26	\N	\N	1	v.54\
o10063535	32	2004-01-13	291.2		1231144	2004-01-08	\N	\N	1	v.53\
o10063535	31	2003-09-25	291.2		1209143	2003-09-08	\N	\N	1	v.52\
o10063535	30	2003-05-27	267.8		1186093	2003-05-20	\N	\N	1	v.51\
o10063535	29	2003-02-12	255.09		1167042	2003-01-28	\N	\N	1	v.50\
o10063535	28	2002-08-13	242.89		1137494	2002-08-05	\N	\N	1	v.49\
o10063535	27	2002-05-16	238.91		1120593	2002-05-07	\N	\N	1	v.48\
o10063535	26	2002-01-09	241.24		1093979	2001-12-11	\N	\N	1	v.47\
o10063535	25	2001-07-24	272.98		1069711	2001-07-17	\N	\N	1	v.46\
o10063535	24	2001-01-19	259.01		1034622	2001-01-16	\N	\N	1	v.45\
o10063535	23	2000-10-18	255.1		1016431	2000-10-11	\N	\N	1	v.44\
o10063535	22	2000-05-31	251.71		986609	2000-05-24	\N	\N	1	v.43\
o10063535	21	2000-02-07	49.51		958295	2000-01-26	\N	\N	1	index v.36-42\
o10063535	20	1999-12-08	216.6		948623	1999-12-01	\N	\N	1	v.42\
o10063535	19	1999-09-15	210.41		931993	1999-09-13	\N	\N	1	v.41\
o10063535	18	1999-05-18	196.21		749036	1999-05-06	\N	\N	1	v.40\
o10063535	17	1999-03-25	189.75		748466	1999-03-22	\N	\N	1	v.38\
o10063535	16	1998-12-17	196.58		747136	1998-12-09	\N	\N	1	v.39\
o10063535	15	1998-10-14	166.5		745644	1998-08-18	\N	\N	1	v.34\
o10063535	14	1998-10-08	85		746011	1998-09-15	\N	\N	1	v.38?\
o10063535	13	1998-06-29	198		745075	1998-06-23	\N	\N	1	vol 37\
o10063535	12	1998-03-03	16.65		742654	1997-12-17	\N	\N	1	v.35. postage\
o10063535	11	1998-03-02	25.87		742654	1997-12-17	\N	\N	1	v.1-35 index (postage)\
o10063535	10	1998-02-27	183.15		742654	1997-12-17	\N	\N	1	v.35\
o10063535	9	1998-02-27	258.75		742639	1997-12-15	\N	\N	1	Index v.1-35\
o10063535	8	1998-02-18	189.75		743221	1998-02-10	\N	\N	1	v.36\
o10063535	7	1997-10-06	189.75		741317	1997-09-05	\N	\N	1	\
o10063535	6	1996-09-27	165		S360922	1996-08-22	\N	\N	1	v.32\
o10063535	5	1996-09-27	165		S360923	1996-08-22	\N	\N	1	v.31\
o10063535	4	1996-01-03	283		815214	1995-12-19	\N	\N	1	v.30\
o10063535	3	1995-09-11	259		791691	1995-08-24	\N	\N	1	v.29\
o10063535	2	1995-06-21	243		778393	1995-05-26	\N	\N	1	v.28\
o10063535	1	1994-12-16	243		738855	1994-12-07	\N	\N	1	v.27\
o10063535	0	1994-07-08	227		703061	1994-06-22	\N	\N	1	v.26\
o10065817	30	2021-01-18	3886.37	usd2745.00	IA21/016	2020-08-03	2021-01-01	2021-12-31	1	v.35 2021
o10065817	29	2020-01-21	4218.52	usd2745.00	IA20/159	2019-11-12	2020-01-01	2020-12-31	1	v.34 2020
o10065817	28	2019-01-29	3873.16	usd2617.00	IA19/156	2018-10-26	2019-01-01	2019-12-31	1	v.33 2019
o10065817	27	2017-12-12	3450.59	usd2495.00	IA18/242	2017-11-30	2018-01-01	2018-12-31	1	v.32 2018
o10065817	26	2016-12-02	3402.92	usd2378.00	IA17/129	2016-11-06	2017-01-01	2017-12-31	1	v.31 2017
o10065817	25	2015-09-03	3450.37	usd2267.00	201623530	2015-08-19	2016-01-01	2016-12-31	1	v.30 2016
o10065817	24	2014-09-01	2513.24	usd2161.00	201523530	2014-07-25	2015-01-01	2015-12-31	1	v.29 2015
o10065817	23	2013-09-06	2692.42	usd2060.00	201423530	2013-08-28	\N	\N	1	v.28 2014
o10065817	22	2012-10-10	2613.45	usd1965.00	201323530	2012-09-07	\N	\N	1	v.27 2013
o10065817	21	2011-12-20	2470.79	usd1905.00	201223530	2011-11-11	\N	\N	1	v.26 2012
o10065817	20	2010-11-10	2563.29	usd1820.00	201123530	2010-09-29	\N	\N	1	2011
o10065817	19	2010-06-23	2472.55	usd1735.00	905285	2010-06-22	\N	\N	1	2010
o10065817	18	2009-04-16	2918.19	usd1675.00	904467	2009-04-13	\N	\N	1	2009
o10065817	17	2007-12-10	2173.38	usd1666.19	0122289	2007-11-11	\N	\N	1	2008
o10065817	16	2006-10-10	2427.5	usd1553.60	5003381	2006-09-24	\N	\N	1	2007                 !87
o10065817	15	2005-10-17	2088.49	usd1436.77	6015851	2005-09-21	\N	\N	1	2006                 !87
o10065817	14	2004-11-02	1986.91	usd1347.15	5073679	2004-10-13	\N	\N	1	2005                 !87
o10065817	13	2003-10-29	2055.94		4009972	2003-10-09	\N	\N	1	2004 V 18            !87\
o10065817	12	2002-11-26	2336.43	usd1153.28	3061035	2002-11-05	\N	\N	1	2003 V 17            !87
o10065817	11	2001-11-06	2617.74	usd1068.90	2030783	2001-10-16	\N	\N	1	2002 V 16            !87
o10065817	10	2000-12-11	2388.01	usd1005.90	1060448	2000-11-07	\N	\N	1	2001 V 15            !87
o10065817	9	1999-10-01	1821.61	usd895.00	7161071	1999-09-20	\N	\N	1	14(01/00)-14(12/00)
o10065817	8	1998-10-30	1761.7	usd829.00	6328584	1998-09-21	\N	\N	1	13(01/99)-13(12/99)
o10065817	7	1997-12-08	92.35	usd53.00	5680497	1997-11-17	\N	\N	1	12(01/98)-12(12/98)
o10065817	6	1997-11-06	1165.31	usd682.00	5466932	1997-09-22	\N	\N	1	12(01/98)-12(12/98)
o10065817	5	1996-10-09	1034.84	usd682.00	4734593	1996-09-23	\N	\N	1	11(01/97)-11(12/97)
o10065817	4	1996-02-17	90.43	gbp39.69	94141460	1995-11-13	\N	\N	1	Add 1996
o10065817	3	1995-12-13	925.23	gbp389.80	93967276	1995-09-18	\N	\N	1	v.10 1996
o10065817	2	1995-04-26	50.14	gbp20.03	93721188	1995-04-10	\N	\N	1	Add 1995
o10065817	1	1995-01-12	901.47	gbp364.91	93255373	1994-09-19	\N	\N	1	v.9 1995
o10065817	0	1994-07-13	164.45	gbp61.95	93081502	1994-05-09	\N	\N	1	v.8 1994
o10066512	5	2018-03-20	83.57	usd60.12	491410	2018-03-16	\N	\N	1	
o10066512	4	2014-03-26	56.43	usd46.25	688784	2014-03-17	\N	\N	1	35th edition
o10066512	3	2013-03-13	55.69	usd46.41	246659	2013-03-06	\N	\N	1	34th edition
o10066512	2	2012-03-22	60.94	usd48.83	804110	2012-03-14	\N	\N	1	33rd ed
o10066512	1	2011-03-15	47.99	usd34.79	273402	2011-03-08	\N	\N	1	
o10066512	0	2010-04-14	48.41	usd32.39	50127543	2010-04-07	\N	\N	1	31st ed
o1006672x	27	2021-04-23	217.02	gbp109.66	7200823	2021-04-14	2021-07-01	2022-07-01	1	
o1006672x	26	2020-04-16	236.5	gbp112.55	7190735	2020-04-10	2020-07-01	2021-06-30	1	Jul20-Jun21
o1006672x	25	2019-05-01	219.6	gbp111.47	7177321	2019-04-26	2019-07-01	2020-06-30	1	Jul19-Jun20
o1006672x	24	2018-05-07	191.58	gbp99.06	7166212	2018-04-13	2018-07-01	2019-06-30	1	Jul18-Jun19
o1006672x	23	2017-03-28	179.88	gbp100.94	7154421	2017-03-24	2017-07-01	2018-06-30	1	Jul17-Jun18
o1006672x	22	2016-04-11	226.29	gbp96.05	7140581	2016-04-06	2016-07-01	2017-06-30	1	Jul16-Jun17
o1006672x	21	2015-04-20	193.93	gbp93.82	7128365	2015-04-15	2015-07-01	2016-06-30	1	Jul15-Jun16
o1006672x	20	2014-04-29	182.42	gbp91.21	7112592	2014-04-09	2014-07-01	2015-06-30	1	Jul14-Jun15
o1006672x	19	2013-04-08	172.45	gbp88.80	7096687	2013-04-03	\N	\N	1	Jul13-Jun14
o1006672x	18	2012-04-24	170.48	gbp87.29	7088556	2012-04-06	\N	\N	1	Jul12-Jun13
o1006672x	17	2011-04-18	184.02	gbp86.38	7081202	2011-04-01	\N	\N	1	Jul 2011-Jun 2012
o1006672x	16	2010-06-24	146.55	gbp69.23	0392172	2010-06-06	2010-07-01	2011-06-30	1	Jul 2010 - Jun 2011  !83374868
o1006672x	15	2008-11-25	194.9	gbp69.23	0227768	2008-11-09	2009-07-01	2010-06-30	1	Jul 2009 - Jun
o1006672x	14	2008-04-22	176.89	gbp68.90	0176413	2008-04-06	\N	\N	1	Jul 2008 - Jun 2009  !83374868
o1006672x	13	2006-10-10	202.59	gbp70.32	5003369	2006-09-24	\N	\N	1	Jul 2007 - Jun 2008  !8337
o1006672x	12	2005-10-17	171.88	gbp66.71	6015858	2005-09-21	\N	\N	1	Jul 2006 - Jun 2007  !8337
o1006672x	11	2004-11-02	166.97	gbp61.48	5073687	2004-10-13	\N	\N	1	Jul 2005 - Jun 2006  !8337
o1006672x	10	2004-05-12	182.64	gbp61.48	4741602	2004-05-05	\N	\N	1	Jul 2004 - Jun 2005  !8337
o1006672x	9	2003-05-29	174.11	gbp61.48	3736785	2003-05-07	\N	\N	1	Jul 2003 - Jun 2004  !8337
o1006672x	8	2002-05-14	201.76	gbp60.90	2784390	2002-05-03	\N	\N	1	Jul 2002 - Jun 2003  !8337
o1006672x	7	2001-05-16	199.24	gbp57.75	1766643	2001-05-04	\N	\N	1	Jul 2001 - Jun 2002  !8337
o1006672x	6	2000-05-02	190.15	gbp58.70	7670693	2000-04-17	\N	\N	1	7/00-06/01
o1006672x	5	1999-04-20	172.39	gbp56.70	6866519	1999-04-12	\N	\N	1	7/99-06/00
o1006672x	4	1998-05-08	165.55	gbp54.35	6018275	1998-04-13	\N	\N	1	7/98-06/99
o1006672x	3	1997-06-04	125	gbp51.95	5279873	1997-05-12	\N	\N	1	7/97-06/98
o1006672x	2	1996-05-22	110.16	gbp49.65	94448744	1996-04-15	\N	\N	1	7/96-6/97
o1006672x	1	1995-04-26	113.89	gbp45.50	93721188	1995-04-10	\N	\N	1	7/95-6/96
o1006672x	0	1994-07-13	118.26	gbp44.55	93043694	1994-04-18	\N	\N	1	7/94-6/95
o10066986	34	2021-04-23	629.92	usd440.75	7200791	2021-04-14	2021-07-16	2022-07-15	1	
o10066986	33	2020-04-16	718	usd423.55	7190733	2020-04-10	2020-07-16	2021-07-15	1	16Jul20-15Jul21
o10066986	32	2019-05-01	553.14	gbp280.78	7177321	2019-04-26	2019-08-01	2020-07-31	1	Aug19-Jul20
o10066986	31	2018-05-07	540.55	gbp279.50	7166212	2018-04-13	2018-08-01	2019-07-31	1	Aug18-Jul19
o10066986	30	2017-03-28	447.11	gbp250.91	7154421	2017-03-24	2017-08-01	2018-07-31	1	Aug17-Jul18
o10066986	29	2016-04-11	582.54	gbp247.25	7140581	2016-04-06	2016-08-01	2017-07-31	1	Aug16-Jul17
o10066986	28	2015-04-20	511.05	gbp247.25	7128365	2015-04-15	2015-08-01	2016-07-31	1	Aug15-Jun16
o10066986	27	2014-04-29	494.5	gbp247.25	7112592	2014-04-09	2014-08-01	2015-07-31	1	Aug14-Jul15
o10066986	26	2013-04-08	480.16	gbp247.25	7096687	2013-04-03	\N	\N	1	Aug13-Jul14
o10066986	25	2012-04-24	482.88	gbp247.25	7088556	2012-04-06	\N	\N	1	Aug12-Jul13
o10066986	24	2011-04-18	503.84	gbp236.50	7081202	2011-04-01	\N	\N	1	Aug 2011-Jul 2012
o10066986	23	2010-06-24	522.24	gbp246.71	0392172	2010-06-06	2010-07-06	2011-07-05	1	Jul 06 2010          !88120791
o10066986	22	2009-06-16	637.5	gbp244.61	0292609	2009-06-07	2009-07-06	2010-07-05	1	Jul 06 2009          !88120791
o10066986	21	2008-04-22	598.69	gbp233.20	0176413	2008-04-06	\N	\N	1	Jul 06 2008          !88120791
o10066986	20	2008-02-20	-41.04	gbp-16.32	6200153391	2008-02-03	\N	\N	1	Incorrect charge inv.5003369
o10066986	19	2006-10-10	718.87	gbp249.52	5003369	2006-09-24	\N	\N	1	Jul 06 2007          !881
o10066986	18	2006-08-02	-60.82	gbp-19.82	S6.855-567	2006-07-12	\N	\N	1	Incorrect charge inv.601
o10066986	17	2005-10-17	651.93	gbp253.02	6015858	2005-09-21	\N	\N	1	Jul 06 2006          !881
o10066986	16	2005-07-13	-60.98	gbp-23.32	S5.862-461	2005-07-06	\N	\N	1	rate adj. inv.5.73687
o10066986	15	2004-11-02	696.68	gbp256.52	5073687	2004-10-13	\N	\N	1	Jul 06 2005          !881
o10066986	14	2004-05-12	701.11	gbp236.00	4741602	2004-05-05	\N	\N	1	6 Jul 2004 - 5 Jul 20!881
o10066986	13	2003-05-29	612.39	gbp216.24	3736785	2003-05-07	\N	\N	1	6 Jul 2003 - 5 Jul 20!881
o10066986	12	2002-05-14	678.34	gbp204.75	2784390	2002-05-03	\N	\N	1	6 Jul 2002 - 5 Jul 20!881
o10066986	11	2001-05-16	706.39	gbp204.75	1766643	2001-05-04	\N	\N	1	6 Jul 2001 - 5 Jul 20!881
o10066986	10	2000-05-02	597.67	gbp184.50	7670693	2000-04-17	\N	\N	1	7/00-07/01
o10066986	9	1999-04-20	501.67	gbp165.00	6866519	1999-04-12	\N	\N	1	7/99-07/00
