RECORD NO.(Order)	Column1	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Sub From	Sub To	Copies	Note
o10056701	19	2009-08-11	1500		59879	2009-07-31	\N	\N	1	7/09-6/10\
o10056701	18	2008-08-11	1500		56158	2008-07-31	\N	\N	1	7/08-6/09\
o10056701	17	2007-08-21	1416.67		52755	2007-07-31	\N	\N	1	7/07-6/08\
o10056701	16	2006-08-22	150		49413	2006-07-31	\N	\N	1	Sec.code & desc.list\
o10056701	15	2006-08-22	1000		49413	2006-07-31	\N	\N	1	7/06-6/07\
o10056701	14	2005-08-02	500		46314	2005-07-01	\N	\N	1	7/05-6/06\
o10056701	13	2005-08-02	150		46314	2005-07-01	\N	\N	1	Sec.code & desc.list\
o10056701	12	2004-08-11	75		43677	2004-07-31	\N	\N	1	Sec. code & desc. list\
o10056701	11	2004-08-11	250		43677	2004-07-31	\N	\N	1	7/04-6/05\
o10056701	10	2003-10-01	120		41049	2003-09-25	\N	\N	1	Security code -email\
o10056701	9	2003-10-01	800		41049	2003-09-25	\N	\N	1	7/03-6/04\
o10056701	8	2002-06-26	568.89		1291	2002-06-01	\N	\N	1	7/02-6/03\
o10056701	7	2001-06-26	568.89		 	2001-01-26	\N	\N	1	7/01-6/02\
o10056701	6	2000-04-05	186.66		  	2000-01-05	\N	\N	1	7/00-6/01\
o10056701	5	1999-04-20	186.67		  	1999-01-20	\N	\N	1	7/99-6/2000\
o10056701	4	1998-05-27	186.67		  	1998-01-27	\N	\N	1	\
o10056701	3	1997-06-27	186.67		 	1997-01-27	\N	\N	1	7/97-6/98\
o10056701	2	1996-06-19	186.67		 	1996-01-19	\N	\N	1	7/96-6/97\
o10056701	1	1995-08-02	186.67		29291	1995-07-06	\N	\N	1	7/95-6/96\
o10056701	0	1994-06-29	186.67		27483	1994-06-08	\N	\N	1	7/94-6/95\
o10056737	27	2021-02-05	152.17		3844	2021-01-30	2021-02-01	2022-01-31	1	Feb21-Jan22
o10056737	26	2020-02-11	143.48		3073	2020-01-30	2020-02-01	2021-01-31	1	Feb20-Jan21
o10056737	25	2019-01-31	130.43		2062	2019-01-30	2019-02-01	2020-01-31	1	v.64 Feb19-Jan20\
o10056737	24	2018-02-07	130.43		699	2018-01-30	2018-01-01	2018-12-31	1	v.63 Apr18-Mar19\
o10056737	23	2017-02-24	130.43		9691	2017-02-13	2017-04-01	2018-03-31	1	v.62 Apr17-Mar18\
o10056737	22	2016-01-12	130.43		8411	2016-01-12	2016-01-01	2016-12-31	1	2016 v.61\
o10056737	21	2015-01-28	130.44		7088	2015-01-14	2015-01-01	2015-12-31	1	2015 v.60\
o10056737	20	2014-03-21	120.87		5594	2014-03-21	\N	\N	1	2014/15 v.59\
o10056737	19	2013-03-18	120.87		4349	2013-03-13	\N	\N	1	2013/14 v.58\
o10056737	18	2012-03-22	117.39		3962	2012-03-22	\N	\N	1	2012/13 v.57\
o10056737	17	2011-08-05	117.39		2581	2011-06-01	\N	\N	1	v.56 2011/12\
o10056737	16	2010-09-07	106.67		1475	2010-09-02	\N	\N	1	v.55 2010/11\
o10056737	15	2009-05-05	106.67		47392	2009-04-29	\N	\N	1	v.54 2009/10\
o10056737	14	2008-05-27	97.78		47392	2008-05-22	\N	\N	1	v.53 2008/09\
o10056737	13	2007-06-06	97.78		47392	2007-05-29	\N	\N	1	v.52 2007/08\
o10056737	12	2006-04-26	97.78		47392	2006-04-21	\N	\N	1	v.51 2006/07\
o10056737	11	2005-04-13	97.78		47392	2005-04-01	\N	\N	1	v.50 2005/06\
o10056737	10	2004-04-20	88.89		47392	2004-04-02	\N	\N	1	v.49 2004/05\
o10056737	9	2003-04-01	88.89		47392	2002-04-02	\N	\N	1	v.48 2003/04\
o10056737	8	2002-03-26	88.89		47392	2002-03-19	\N	\N	1	v.47 2002/03\
o10056737	7	2001-05-04	88.89		47392	2001-04-20	\N	\N	1	v.46 2001/02\
o10056737	6	2000-04-12	80		47392	2000-04-01	\N	\N	1	2000/01\
o10056737	5	1999-04-12	64		47392	1999-04-01	\N	\N	1	v.44 1999/2000\
o10056737	4	1998-03-11	64		47392	1998-03-02	\N	\N	1	v.43 1998/99\
o10056737	3	1997-05-08	64		47392	1997-04-29	\N	\N	1	v.42 1997/98\
o10056737	2	1996-05-23	53.33		47392	1996-07-08	\N	\N	1	v.41 1996/97\
o10056737	1	1995-03-24	53.33		10056737	1995-03-20	\N	\N	1	v.40 1995/96\
o10056737	0	1994-06-29	53.33		47392	1994-06-13	\N	\N	1	v.39 1004/95\
o10056816	26	2020-09-03	494.14	usd155.00	99837139	2020-08-28	2020-01-01	2020-12-31	1	v.84
o10056816	25	2019-11-12	784.93	usd318.00	99588625	2019-10-30	2019-01-01	2019-12-31	1	v.83
o10056816	24	2018-07-24	715.89	usd318.00	99083769	2018-07-19	2018-01-01	2018-12-31	1	v.82
o10056816	23	2017-08-03	658.04	usd318.00	98595795	2017-07-27	2017-01-01	2017-12-31	1	v.81
o10056816	22	2016-08-08	671.1	usd318.00	98129783	2016-04-08	2016-01-01	2016-12-31	1	v.80
o10056816	21	2015-09-03	548.33	usd318.00	97547555	2015-07-13	\N	\N	1	v.79
o10056816	20	2014-07-25	417.49	usd318.00	96987396	2014-07-14	\N	\N	1	v.78
o10056816	19	2013-09-04	920.32	usd636.00	96509217	2013-08-19	\N	\N	1	v.76 & 77
o10056816	18	2011-08-05	413.76	usd310.00	1072260	2011-06-16	\N	\N	1	v.75
o10056816	17	2010-11-10	460.72	usd310.00	1059349	2010-09-15	\N	\N	1	v.74
o10056816	16	2009-08-11	619.99	usd310.00	1038261	2009-08-06	\N	\N	1	v.73
o10056816	15	2008-07-02	474.18	usd310.00	1023284	2008-06-05	\N	\N	1	v.72
o10056816	14	2007-06-11	418.73	usd295.00	232953	2007-05-04	\N	\N	1	v.71
o10056816	13	2006-08-22	499.68	usd295.00	218132	2006-07-12	\N	\N	1	v.70
o10056816	12	2005-07-20	473.6	usd295.00	197636	2005-06-16	\N	\N	1	v.69
o10056816	11	2004-08-11	488.91	usd295.00	177392	2004-07-19	\N	\N	1	v.68
o10056816	10	2003-06-24	490.64	usd258.00	145402	2003-06-03	\N	\N	1	v.67
o10056816	9	2002-06-26	566.56	usd258.00	113764	2002-05-10	\N	\N	1	v.66
o10056816	8	2000-05-24	579.52	usd258.00	53823	2000-04-25	\N	\N	1	v.64
o10056816	7	1999-05-05	494.13	usd258.00	29063	1999-03-25	\N	\N	1	v.63
o10056816	6	1998-04-22	480.17	usd250.00	287985	1998-03-24	\N	\N	1	v.62
o10056816	5	1997-06-30	355.64	usd230.00	261004	1997-05-19	\N	\N	1	v.61
o10056816	4	1996-07-02	355.17	usd230.00	225532	1996-05-31	\N	\N	1	v.60
o10056816	3	1995-09-19	-340.25	usd-220.00	184370	1995-05-12	\N	\N	1	v.59 Entered twice in e
o10056816	2	1995-08-02	340.14	usd220.00	184370	1995-05-12	\N	\N	1	vol.59
o10056816	1	1995-06-27	344.99	usd220.00	184370	1995-05-12	\N	\N	1	v.59
o10056816	0	1994-06-29	371.47	usd210.00	147659	1994-06-10	\N	\N	1	v.58
o10057079	40	2021-02-23	52.17		3111	2021-02-01	2021-03-01	2022-02-28	1	Mar21-Feb22
o10057079	39	2020-03-09	52.17		3053	2020-02-10	2020-01-01	2020-12-31	1	Mar20-Feb21\
o10057079	38	2019-02-28	43.48		2922	2019-02-12	2019-03-01	2020-02-29	1	Mar19-Feb20\
o10057079	37	2018-02-15	43.48		2737	2018-02-04	2018-03-01	2019-02-28	1	Mar18-Feb19\
o10057079	36	2017-03-13	43.48		2536	2017-01-26	2017-03-01	2018-02-28	1	Mar17-Feb18\
o10057079	35	2016-02-24	43.48		2434	2016-02-19	2016-03-01	2017-02-28	1	Mar16-Feb17\
o10057079	34	2015-02-09	43.48		2288	2015-02-02	2015-03-01	2016-02-29	1	Mar14-Feb16\
o10057079	33	2014-02-26	43.48		2172	2014-02-17	\N	\N	1	Mar14-Feb15\
o10057079	32	2013-02-20	43.48		2095	2013-02-16	\N	\N	1	Membership Mar13-Feb14\
o10057079	31	2012-02-20	43.48		1875	2012-02-17	\N	\N	1	Membership Mar12-Feb13\
o10057079	30	2011-02-24	43.48		1611	2011-02-15	\N	\N	1	Membership March 11-Feb 12\
o10057079	29	2010-02-23	40		1485	2010-02-17	\N	\N	1	membership 3/10-2/11\
o10057079	28	2009-02-18	40		1444	2009-02-11	\N	\N	1	membership 3/09-2/10\
o10057079	27	2008-03-11	31.11		1210	2008-02-18	\N	\N	1	membership 3/08-2/09\
o10057079	26	2007-03-06	24.89		1085	2007-02-21	\N	\N	1	Herd bk 45\
o10057079	25	2007-03-06	31.11		1085	2007-02-21	\N	\N	1	membership 3/07-2/08\
o10057079	24	2006-02-21	26.67		 	2006-02-15	\N	\N	1	Herd Bk 42\
o10057079	23	2006-02-15	24.89		 	2006-02-08	\N	\N	1	Herd Bk 44\
o10057079	22	2006-02-15	26.67		 	2006-02-08	\N	\N	1	Herd bk 43\
o10057079	21	2006-02-15	31.11		 	2006-02-08	\N	\N	1	membership 3/06-2/07\
o10057079	20	2005-02-08	31.11		100144	2005-01-08	\N	\N	1	3/05-2/06\
o10057079	19	2004-03-10	35.56		  	2004-03-01	\N	\N	1	Membership 3/04-2/05\
o10057079	18	2003-03-25	35.56		 	2003-02-28	\N	\N	1	Herd Book no.41\
o10057079	17	2003-03-25	35.56		 	2003-02-28	\N	\N	1	membership\
o10057079	16	2002-02-13	35.55		  	2002-02-01	\N	\N	1	Herd book no.40\
o10057079	15	2002-02-13	35.56		  	2002-02-01	\N	\N	1	membership\
o10057079	14	2001-08-15	35.56		 	2001-08-01	\N	\N	1	Herd Bk no.39\
o10057079	13	2001-08-15	35.56		 	2001-08-01	\N	\N	1	3/01-3/02\
o10057079	12	2000-02-08	22.22		  	2000-02-01	\N	\N	1	Herd Bk no.38\
o10057079	11	2000-02-08	35.56		  	2000-02-01	\N	\N	1	2000/01\
o10057079	10	1999-11-17	35.56		  	1999-01-17	\N	\N	1	1999/00\
o10057079	9	1998-11-11	22.22		  	1998-01-11	\N	\N	1	Herd book no.36\
o10057079	8	1998-11-11	35.56		  	1998-01-11	\N	\N	1	1998/99\
o10057079	7	1997-04-17	17.78		  	1997-01-17	\N	\N	1	Herd book no.35\
o10057079	6	1997-04-17	35.56		  	1997-01-17	\N	\N	1	3/97-2/98\
o10057079	5	1996-09-20	15		 	1996-01-20	\N	\N	1	Herdbook no.34\
o10057079	4	1996-09-20	40		 	1996-01-20	\N	\N	1	3/96-2/97\
o10057079	3	1995-04-20	13.33		 	1995-01-20	\N	\N	1	Herd book\
o10057079	2	1995-04-20	44.44		 	1995-01-20	\N	\N	1	3/95-2/96\
o10057079	1	1994-06-29	13.34		 	1994-01-29	\N	\N	1	Herd Book 32\
o10057079	0	1994-06-29	48.88		 	1994-01-29	\N	\N	1	1994/95\
o10057237	26	2021-07-21	93		INV-4343	2021-07-01	\N	\N	1	Jul21-Jun22
o10057237	25	2020-07-07	90		INV-3737	2020-07-01	2020-07-01	2021-06-30	1	Jul20-Jun21\
o10057237	24	2019-07-19	90		INV-3344	2019-07-01	2019-07-01	2020-06-30	1	Jul19-Jun20\
o10057237	23	2018-07-12	90		INV-2862	2018-07-01	2018-07-01	2019-06-30	1	Jul18-Jun19\
o10057237	22	2017-07-24	70		INV-2396	2017-07-01	2017-07-01	2018-06-30	1	Jul17-Jun18\
o10057237	21	2016-07-25	70		INV-2198	2016-07-01	2016-07-01	2017-06-30	1	Jul16-Jun17\
o10057237	20	2015-07-24	70		INV-1520	2015-07-01	2015-07-01	2016-06-30	1	Jul15-Jun16\
o10057237	19	2014-07-02	70		INV-1063	2014-07-01	2014-07-01	2015-06-30	1	Jul14-Jun15\
o10057237	18	2013-07-04	70		INV-0540	2013-07-01	\N	\N	1	Jul13-Jun14\
o10057237	17	2012-09-10	70		INV-0079	2012-07-01	\N	\N	1	Jul12-Jun13\
o10057237	16	2011-09-28	70		FP280911	2011-09-28	\N	\N	1	2011/12\
o10057237	15	2010-09-07	70		HP07.09.10-3	2010-09-07	\N	\N	1	2010/11\
o10057237	14	2009-09-22	70		HB2209-3	2009-09-22	\N	\N	1	2009/10\
o10057237	13	2008-10-01	70		HB0110-1	2008-10-30	\N	\N	1	2008/09\
o10057237	12	2007-08-14	70		BN1408	2007-08-14	\N	\N	1	2007/2008\
o10057237	11	2006-08-29	70		 	2006-01-29	\N	\N	1	2006/07\
o10057237	10	2005-08-30	70		 	2005-01-30	\N	\N	1	2005/06\
o10057237	9	2004-09-07	70		 	2004-01-07	\N	\N	1	2004/05\
o10057237	8	2003-08-27	70		 	2003-01-27	\N	\N	1	2003/04\
o10057237	7	2002-08-13	70		 	2002-01-13	\N	\N	1	2002/03\
o10057237	6	2001-07-18	70		 	2001-01-18	\N	\N	1	2001/02\
o10057237	5	2000-07-26	60		  	2000-01-26	\N	\N	1	2000/01\
o10057237	4	1999-08-03	60		  	1999-01-03	\N	\N	1	1999/00\
o10057237	3	1998-07-28	60		  	1998-01-28	\N	\N	1	1998/99\
o10057237	2	1996-07-24	55		 	1996-01-24	\N	\N	1	7/96-6/97\
o10057237	1	1995-08-16	50		 	1995-01-16	\N	\N	1	7/95-6/96\
o10057237	0	1994-06-29	45		 	1994-01-29	\N	\N	1	1994/95\
o10063080	21	2019-05-01	21.74		70006376	2019-05-01	2019-01-01	2019-12-31	1	v.37 2019\
o10063080	20	2018-09-27	21.74		4000181	2018-09-27	2018-01-01	2018-12-31	1	v.36 2018\
o10063080	19	2017-12-12	21.74		198060	2017-09-04	2017-01-01	2017-12-31	1	v.35 2017\
o10063080	18	2015-05-07	25		JNZL2016	2015-05-07	2016-01-01	2016-12-31	1	v.34 2016\
o10063080	17	2014-06-26	25		JNZL2015	2014-06-26	2015-01-01	2015-12-31	1	v.33 2015\
o10063080	16	2013-06-11	25		JNZL2014	2013-06-11	\N	\N	1	v.32 2014\
o10063080	15	2012-06-08	25		JNZL2012	2012-06-08	\N	\N	1	v.30 2012\
o10063080	14	2010-04-21	25		BN210410	2010-04-21	\N	\N	1	v.28 2010\
o10063080	13	2009-04-07	25		HB704-2	2009-04-01	\N	\N	1	v.27 2009\
o10063080	12	2008-04-02	25		bn0408	2008-04-02	\N	\N	1	v.26 2008\
o10063080	11	2007-03-12	25		 	2007-01-12	\N	\N	1	v.25 2007\
o10063080	10	2006-03-29	25		  	2006-01-29	\N	\N	1	v.24 2006 VISA\
o10063080	9	2005-09-27	25		 	2005-01-27	\N	\N	1	v.23 2005\
o10063080	8	2004-07-14	25		  	2004-01-14	\N	\N	1	v.22 2004\
o10063080	7	2002-11-13	25		  	2002-01-13	\N	\N	1	v.20\
o10063080	6	2001-06-27	20		747201	2001-06-18	\N	\N	1	v.17\
o10063080	5	2000-11-08	20		26	2000-11-01	\N	\N	1	v.16\
o10063080	4	1999-12-22	20		17	1999-12-22	\N	\N	1	v.15\
o10063080	3	1999-05-05	20		30	1999-04-10	\N	\N	1	v.14\
o10063080	2	1996-07-30	20		29	1996-07-02	\N	\N	1	v.13\
o10063080	1	1995-06-21	15		97	1995-06-01	\N	\N	1	v.12\
o10063080	0	1994-07-08	24		 	1994-01-08	\N	\N	1	1994/95\
o10063195	28	2021-01-15	43.48		INV-3470	2021-01-12	2021-01-01	2021-12-31	1	2021
o10063195	27	2020-07-07	21.74		INV-3075	2020-07-01	2020-07-01	2020-12-31	1	Jul20-Dec20
o10063195	26	2019-05-13	43.48		INV-2702	2019-05-10	2019-07-01	2020-06-30	1	Jul19-Jun20\
o10063195	25	2018-05-07	43.48		INV-2446	2018-05-01	2018-07-01	2019-06-30	1	Jul18-Jun19\
o10063195	24	2017-09-01	43.48		INV-2186	2017-08-31	2017-07-01	2018-06-30	1	Jul17-Jun18\
o10063195	23	2016-06-20	43.48		INV-1506	2016-06-14	2016-07-01	2017-06-30	1	Jul16-Jun17\
o10063195	22	2015-06-02	43.48		INV-1038	2015-05-26	2015-07-01	2016-06-30	1	Jul15-Jun16\
o10063195	21	2014-05-19	43.48		INV-0473	2014-05-14	2014-07-01	2015-06-30	1	Jul14-Jun15\
o10063195	20	2013-06-06	43.48		NZIR-NZ2013/14	2013-06-06	\N	\N	1	Jul/Aug13-May/Jun14\
o10063195	19	2012-06-12	40.87		NZIR2012/13	2012-05-28	\N	\N	1	Jul/Aug12-May/Jun13\
o10063195	18	2011-07-13	40.87		HP13.07.11-5	2011-07-02	\N	\N	1	7/11-6/12\
o10063195	17	2010-05-25	40.89		HP25MAY2010	2010-05-20	\N	\N	1	7/10-6/11\
o10063195	16	2009-06-09	40		HB906-2	2009-05-13	\N	\N	1	7/08-6/09\
o10063195	15	2008-05-20	40		HB205-2	2008-05-15	\N	\N	1	7/08-6/09\
o10063195	14	2007-05-07	38.22		HB7507-6	2007-05-01	\N	\N	1	7/07-6/08\
o10063195	13	2006-05-15	35.2		 	2006-05-08	\N	\N	1	7/06-6/07\
o10063195	12	2005-05-10	34.67		 	2005-05-01	\N	\N	1	7/05-6/06\
o10063195	11	2004-05-12	36.47		  	2004-05-01	\N	\N	1	7/04-6/05\
o10063195	10	2003-05-27	34.31		 	2003-05-12	\N	\N	1	7/03-6/04\
o10063195	9	2002-06-26	34.31		 	2002-06-01	\N	\N	1	7/02-6/03\
o10063195	8	2001-09-21	34.31		 	2001-01-21	\N	\N	1	7/01-6/02\
o10063195	7	2000-05-31	33.78		  	2000-01-31	\N	\N	1	7/00-6/01\
o10063195	6	1999-05-25	33.78		  	1999-05-25	\N	\N	1	7/99-6/00\
o10063195	5	1998-06-16	33.78		  	1998-01-16	\N	\N	1	7/98-6/99\
o10063195	4	1997-06-03	33.78		  	1997-01-03	\N	\N	1	7/97-6/98\
o10063195	3	1996-07-02	33.78		 	1996-01-02	\N	\N	1	7/96-6/97\
o10063195	2	1995-07-03	33.78		 	1995-01-03	\N	\N	1	7/95-6/96\
o10063195	1	1994-07-08	33.78		 	1994-01-08	\N	\N	1	1994/95\
o10063195	0	1994-07-08	32.89		 	1994-01-08	\N	\N	1	1993/94\
o10063390	53	2021-02-16	734.85		80370	2021-02-12	2021-04-28	2022-04-27	1	28Apr21-27Apr22\
o10063390	52	2020-03-03	734.85		78160	2020-02-21	2020-04-28	2021-04-27	1	28Apr20-27Apr21\
o10063390	51	2019-05-01	125.35		1900573	2019-04-13	2019-04-28	2020-04-27	1	28Apr19-27Apr20 rate adjustment\
o10063390	50	2019-02-18	609.5		75565	2019-02-13	2019-04-28	2020-04-27	1	28Apr19-27Apr20\
o10063390	49	2018-02-07	609.5		73160	2018-02-02	2018-04-28	2019-04-27	1	28Apr18-27Apr19\
o10063390	48	2017-05-02	69		30629	2017-04-13	2017-04-28	2018-04-27	1	28Apr17-27Apr18 rate adjustment\
o10063390	47	2017-02-07	540.5		70856	2017-02-03	2017-04-28	2018-04-27	1	28Apr17-27Apr18\
o10063390	46	2016-09-01	-97.75		CM04055	2016-08-30	2016-04-28	2017-04-27	1	28Apr16-27Apr17 rate adjustment\
o10063390	45	2016-04-27	86.25		86770	2016-04-13	2016-04-28	2017-04-27	1	28Apr16-27Apr17 rate adjustment\
o10063390	44	2016-01-22	552		68211	2016-01-20	2016-04-28	2017-04-27	1	28Apr16-27Apr17\
o10063390	43	2015-02-04	552		64476	2015-01-30	2015-04-28	2016-04-27	1	28Apr15-27Apr16\
o10063390	42	2014-02-17	575.52		56603	2014-01-29	\N	\N	1	28Apr14-27Apr15\
o10063390	41	2013-02-07	430.95		51707	2013-02-01	\N	\N	1	28Apr13-27Apr14\
o10063390	40	2011-06-15	423.15		0047349	2011-05-25	\N	\N	1	51 issues (Dec 2011-)\
o10063390	39	2010-09-15	499.75	aud388.40	0406186	2010-09-05	2010-11-12	2011-11-11	1	Nov 12 2010          !82543429
o10063390	38	2009-11-25	481.31	aud377.14	0317690	2009-10-25	2009-11-12	2010-11-11	1	Nov 12 2009          !82543429
o10063390	37	2009-11-25	-377.14		6200317690	2009-10-25	\N	\N	1	incorr curr\
o10063390	36	2009-11-10	377.14		0317690	2009-10-25	2009-11-12	2010-11-11	1	Nov 12 2009          !82543429\
o10063390	35	2008-09-24	480.59	aud391.14	6200211708	2008-09-07	\N	\N	1	12/11/08-11/11/09
o10063390	34	2008-05-14	-35.47	aud-28.65	6200187129	2008-05-04	\N	\N	1	Pt. credit inv.0108291
o10063390	33	2007-10-03	457.78	aud386.71	0108291	2007-09-16	\N	\N	1	Nov 12 2007
o10063390	32	2006-09-19	411.05	aud358.68	5000447	2006-09-10	\N	\N	1	Nov 12 2006          !825
o10063390	31	2005-09-14	396.3	aud358.16	6012945	2005-09-07	\N	\N	1	Nov 12 2005          !825
o10063390	30	2004-11-02	218.08	aud197.86	5073693	2004-10-13	\N	\N	1	Nov 12 2004          !825
o10063390	29	2003-09-24	423.74	aud368.12	3840287	2003-09-17	\N	\N	1	12 Nov 2003 - 11 Nov !825
o10063390	28	2003-01-14	339.42	gbp111.91	3152209	2003-01-07	\N	\N	1	12 Nov 2002 - 11 Nov !825
o10063390	27	2001-10-11	346.02	gbp96.60	1897141	2001-09-28	\N	\N	1	12 Nov 2001 - 11 Nov !8254
o10063390	26	2000-12-11	361.33	gbp105.00	1060453	2000-11-07	\N	\N	1	12 Nov 2000 - 11 Nov !825
o10063390	25	2000-06-07	168.99	gbp51.00	7744697	2000-05-19	\N	\N	1	10/00-09/01
o10063390	24	1999-10-01	327.02	gbp104.84	7161039	1999-09-20	\N	\N	1	11/99-11/00
o10063390	23	1999-07-20	146.75	gbp49.00	7076058	1999-07-12	\N	\N	1	10/99-09/00
o10063390	22	1999-04-15	304.04	gbp100.00	96715456	1999-01-18	\N	\N	1	10/98-9/99
o10063390	21	1998-10-19	168.79	gbp49.00	6328460	1998-09-21	\N	\N	1	1/99-12/99
o10063390	20	1998-08-24	155.64	gbp48.00	6184132	1998-07-13	\N	\N	1	10/98-09/99
o10063390	19	1997-11-07	131.22	gbp48.00	5466061	1997-09-22	\N	\N	1	1/98-12/98
o10063390	18	1997-09-11	125.58	gbp49.00	5422226	1997-08-18	\N	\N	1	10/97-09/98
o10063390	17	1997-08-13	120.95	gbp47.00	5382534	1997-07-22	\N	\N	1	10/97-09/98
o10063390	16	1997-07-25	-285	gbp-115.00	95329021	1997-06-16	\N	\N	1	inv.95329021 paid twice
o10063390	15	1997-07-21	285	gbp115.00	5329021	1997-06-16	\N	\N	1	10/97-09/98
o10063390	14	1997-07-14	285	gbp115.00	5329021	1997-06-16	\N	\N	1	10/97-09/98
o10063390	13	1996-10-08	106.38	gbp47.00	4734577	1996-09-23	\N	\N	1	1/97-12/97
o10063390	12	1996-07-29	105.39	gbp46.00	4653704	1996-01-29	\N	\N	1	10/96-09/97
o10063390	11	1996-07-18	276.29	gbp120.60	4566224	1996-01-18	\N	\N	1	10/96-09/97
o10063390	10	1996-05-06	-170.85	gbp-77.00	91167000	1996-02-28	\N	\N	1	Credit index
o10063390	9	1996-05-06	170.85	gbp77.00	94347352	1996-02-12	\N	\N	1	Index 1996
o10063390	8	1996-02-17	104.81	gbp46.00	94141460	1995-11-13	\N	\N	1	1995 index
o10063390	7	1996-02-17	104.81	gbp46.00	94141460	1995-11-13	\N	\N	1	1994 index
o10063390	6	1996-01-10	110.57	gbp46.00	 94230412	1995-12-11	\N	\N	1	1996 Index
o10063390	5	1995-11-23	252.43	gbp104.00	93967276	1995-09-10	\N	\N	1	1996
o10063390	4	1995-08-17	107.5	gbp45.00	93880370	1995-07-17	\N	\N	1	10/95-9/96 Ind
o10063390	3	1995-07-18	250	gbp104.00	93856241	1995-06-26	\N	\N	1	10/95-9/96
o10063390	2	1995-01-09	256.92	gbp104.00	93255373	1994-09-19	\N	\N	1	1995
o10063390	1	1994-08-30	117.34	gbp45.00	93166516	1994-07-18	\N	\N	1	Index only
o10063390	0	1994-07-08	276.08	gbp104.00	93128924	1994-06-13	\N	\N	1	10/94-9/95
o10063407	35	2020-09-23	-300.9	gbp-153.37	CM2100289	2020-09-13	2020-09-01	2021-08-31	1	credit Sep20-Aug21
o10063407	34	2020-06-19	304.85	gbp153.37	7194240	2020-06-17	2020-09-01	2021-08-31	1	Sep20-Aug21
o10063407	33	2019-07-05	294.36	gbp153.31	7180417	2019-06-14	2019-09-01	2020-08-31	1	Sep19-Aug20
o10063407	32	2018-05-29	293.71	gbp148.49	7167860	2018-05-25	2018-09-01	2019-08-31	1	Sep18-Aug19
o10063407	31	2017-05-22	272.65	gbp143.35	7156268	2017-05-19	2017-09-01	2018-08-31	1	Sep17-Aug18
o10063407	30	2016-06-13	322.3	gbp136.80	7141670	2016-06-08	2016-09-01	2017-08-31	1	Sep16-Aug17
o10063407	29	2015-06-16	273.15	gbp132.15	7129321	2015-06-10	2015-09-01	2016-08-31	1	Sep15-Aug16
o10063407	28	2014-06-04	253.41	gbp128.18	7113526	2014-05-28	2014-09-01	2015-08-31	1	Sep14-Aug15
o10063407	27	2013-05-28	244.07	gbp125.68	7098746	2013-05-24	\N	\N	1	Sep13-Aug14
o10063407	26	2012-06-22	262.19	gbp124.26	7089209	2012-06-20	\N	\N	1	Sep12-Aug13
o10063407	25	2011-11-07	26.21	gbp13.00	92413	2011-09-13	\N	\N	1	Rate adjustment inv. 7082065
o10063407	24	2011-06-15	214.71	gbp106.95	7082065	2011-05-25	\N	\N	1	Sep 2011-Aug 2012
o10063407	23	2010-07-22	215.97	gbp98.68	0397629	2010-07-04	2010-09-01	2011-08-31	1	Sep 2010 - Aug 2011  !83100180
o10063407	22	2009-07-22	248.47	gbp96.58	0298267	2009-07-05	2009-09-01	2010-08-31	1	Sep 2009 - Aug 2010  !83100180
o10063407	21	2009-04-28	5.57	gbp2.13	0275795	2009-04-05	2008-09-01	2009-08-31	1	Sep 2008 - Aug 2009  !83100180
o10063407	20	2008-04-23	6.14	gbp2.39	0176363	2008-04-06	\N	\N	1	Sep 2007 - Aug 2008  !83100180
o10063407	19	2008-04-22	231.08	gbp90.01	0176413	2008-04-06	\N	\N	1	Sep 2008 - Aug 2009  !83100180
o10063407	18	2006-11-28	6.99	gbp2.39	5015520	2006-11-19	\N	\N	1	Sep 2006 - Aug 2007  !83100
o10063407	17	2006-10-10	247.54	gbp85.92	5003369	2006-09-24	\N	\N	1	Sep 2007 - Aug 2008  !8310
o10063407	16	2005-10-17	210.82	gbp81.82	6015858	2005-09-21	\N	\N	1	Sep 2006 - Aug 2007  !8310
o10063407	15	2004-11-02	198.64	gbp73.14	5073687	2004-10-13	\N	\N	1	Sep 2005 - Aug 2006  !8310
o10063407	14	2004-07-14	203.9	gbp71.02	4838886	2004-07-08	\N	\N	1	Sep 2004 - Aug 2005  !8310
o10063407	13	2003-09-24	198.66	gbp71.02	3840285	2003-09-17	\N	\N	1	Sep 2003 - Aug 2004  !8310
o10063407	12	2002-10-03	15.1	gbp4.46	2640343	2002-09-17	\N	\N	1	Sep 2002 - Aug 2003  !83100
o10063407	11	2002-06-11	193.6	gbp63.79	2826577	2002-06-05	\N	\N	1	Sep 2002 - Aug 2003  !8310
o10063407	10	2001-10-11	228.5	gbp63.79	1897141	2001-09-28	\N	\N	1	Sep 2001 - Aug 2002  !8310
o10063407	9	2000-06-07	222	gbp67.00	7744697	2000-05-19	\N	\N	1	9/00-08/01
o10063407	8	1999-07-06	194.67	gbp65.00	7022829	1999-06-21	\N	\N	1	9/99-08/00
o10063407	7	1998-07-10	188.19	gbp57.70	6119403	1998-06-22	\N	\N	1	9/98-08/99
o10063407	6	1997-07-25	-129.37	gbp-52.20	95329021	1997-06-16	\N	\N	1	paid twice
o10063407	5	1997-07-21	129.37	gbp52.20	5329021	1997-06-16	\N	\N	1	9/97-08/98
